timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2023-09-21T22:00:00,1015A,117.1444,39.1661,天津市,勤俭道,,41,41,46,14,19,148,104,140,127,21,28,10,11,0.5,0.6
2023-09-21T22:00:00,1017A,117.237,39.1082,天津市,大直沽八号路,,43,43,47,15,20,146,90,138,124,31,29,6,7,0.6,0.6
2023-09-21T22:00:00,1018A,117.202,39.0927,天津市,前进道,,40,40,42,19,19,142,88,136,120,34,34,7,9,0.5,0.6
2023-09-21T22:00:00,1019A,117.1837,39.2133,天津市,淮河道,,42,42,46,13,19,159,114,148,135,18,28,7,9,0.5,0.6
2023-09-21T22:00:00,1021A,117.307,39.0877,天津市,跃进路,,50,50,43,19,17,152,91,144,127,28,31,7,8,0.6,0.6
2023-09-21T22:00:00,1023A,117.707,39.0343,天津市,第四大街,,44,44,40,15,15,138,88,129,120,30,31,5,8,0.5,0.8
2023-09-21T22:00:00,1024A,117.457,38.8394,天津市,永明路,,40,40,32,18,13,144,70,136,114,46,34,8,10,0.6,0.5
2023-09-21T22:00:00,1026A,117.764,39.1587,天津市,汉北路,,45,45,41,15,14,147,51,132,106,58,39,8,9,1.0,0.8
2023-09-21T22:00:00,1027A,117.157,38.9194,天津市,团泊洼,,38,38,36,14,17,144,82,134,121,30,26,4,5,0.6,0.7
2023-09-21T22:00:00,1029A,114.4422,38.0444,石家庄市,职工医院,,43,27,31,30,20,157,108,136,134,20,33,10,6,0.7,0.6
2023-09-21T22:00:00,1030A,114.6063,38.0266,石家庄市,高新区,,47,47,42,27,18,163,90,134,131,29,39,4,4,0.6,0.6
2023-09-21T22:00:00,1031A,114.4898,38.1328,石家庄市,西北水源,,49,40,40,34,23,152,100,136,133,24,37,10,4,0.7,0.5
2023-09-21T22:00:00,1032A,114.4586,38.0058,石家庄市,西南高教,,48,48,32,12,12,159,100,132,130,22,32,11,5,0.6,0.5
2023-09-21T22:00:00,1033A,114.5331,38.0178,石家庄市,世纪公园,颗粒物(PM10),51,52,48,22,17,162,77,134,129,40,42,8,5,0.7,0.7
2023-09-21T22:00:00,1034A,114.509,38.0457,石家庄市,人民会堂,颗粒物(PM10),51,51,36,24,13,163,87,136,132,39,37,18,7,0.7,0.6
2023-09-21T22:00:00,1035A,114.3524,37.8911,石家庄市,封龙山,,40,35,26,24,12,144,128,132,132,8,8,7,4,0.9,0.7
2023-09-21T22:00:00,1037A,118.131,39.6363,唐山市,雷达站,颗粒物(PM10),70,90,57,37,21,199,53,151,128,56,35,2,5,0.6,0.5
2023-09-21T22:00:00,1038A,118.1725,39.6334,唐山市,物资局,,,0,44,27,15,203,,158,154,58,35,9,6,,0.5
2023-09-21T22:00:00,1040A,118.1705,39.6506,唐山市,十二中,颗粒物(PM10),63,75,54,34,24,192,45,149,128,66,38,2,3,0.6,0.5
2023-09-21T22:00:00,1041A,118.1869,39.622,唐山市,小山,颗粒物(PM10),72,94,62,24,16,197,50,154,134,60,32,7,3,0.7,0.6
2023-09-21T22:00:00,1042A,119.5134,39.8207,秦皇岛市,北戴河环保局,,45,45,34,13,9,162,144,153,153,27,44,2,8,0.4,0.4
2023-09-21T22:00:00,1043A,119.7493,40.0116,秦皇岛市,第一关,二氧化氮,80,72,37,38,19,168,5,136,83,159,66,13,12,0.7,0.6
2023-09-21T22:00:00,1044A,119.5897,39.9499,秦皇岛市,监测站,,,65,42,21,15,144,,128,127,29,30,10,12,0.8,0.7
2023-09-21T22:00:00,1046A,119.5251,39.9041,秦皇岛市,建设大厦,颗粒物(PM10),63,75,54,29,17,147,109,136,129,25,29,8,17,0.5,0.5
2023-09-21T22:00:00,1048A,114.5302,36.6116,邯郸市,东污水处理厂,,46,46,38,14,20,141,90,130,114,21,29,7,10,0.5,1.1
2023-09-21T22:00:00,1049A,114.4918,36.5713,邯郸市,矿院,,40,40,33,13,15,138,83,127,110,27,37,2,7,0.4,0.8
2023-09-21T22:00:00,1050A,114.484,36.6133,邯郸市,丛台公园,,34,34,29,15,18,144,94,134,122,20,27,8,12,0.2,0.9
2023-09-21T22:00:00,1051A,115.493,38.8632,保定市,游泳馆,颗粒物(PM10),51,52,53,20,25,147,99,130,126,24,32,12,11,0.5,0.7
2023-09-21T22:00:00,1052A,115.5213,38.8959,保定市,华电二区,,41,41,35,22,18,144,104,129,127,17,25,8,6,0.4,0.5
2023-09-21T22:00:00,1053A,115.4713,38.9108,保定市,接待中心,颗粒物(PM10),51,51,47,23,17,138,99,128,125,19,28,12,8,0.3,0.4
2023-09-21T22:00:00,1054A,115.4612,38.8416,保定市,地表水厂,颗粒物(PM10),55,59,68,29,24,133,74,120,115,39,41,15,12,0.3,0.4
2023-09-21T22:00:00,1056A,115.5086,38.8639,保定市,监测站,颗粒物(PM10),55,60,51,29,23,155,95,136,131,22,28,9,6,0.5,0.5
2023-09-21T22:00:00,1057A,114.8883,40.8336,张家口市,人民公园,,29,23,25,17,5,132,92,117,116,10,11,3,5,0.3,0.3
2023-09-21T22:00:00,1059A,114.8687,40.8042,张家口市,五金库,,41,41,27,22,10,128,99,114,113,10,14,2,4,0.4,0.4
2023-09-21T22:00:00,1060A,114.8902,40.762,张家口市,世纪豪园,,42,37,24,29,11,123,92,110,110,14,14,3,5,0.2,0.2
2023-09-21T22:00:00,1061A,114.8916,40.8661,张家口市,北泵房,,30,30,21,15,9,141,95,120,119,8,8,7,8,0.3,0.2
2023-09-21T22:00:00,1062A,117.9531,40.9081,承德市,铁路,,45,45,22,14,7,110,39,92,77,51,31,7,9,0.8,0.5
2023-09-21T22:00:00,1063A,117.9392,40.9763,承德市,中国银行,,46,46,24,17,7,111,7,96,65,63,28,5,13,0.7,0.5
2023-09-21T22:00:00,1064A,117.9503,40.928,承德市,开发区,,45,45,28,22,13,118,36,103,91,55,30,6,8,0.7,0.4
2023-09-21T22:00:00,1065A,117.8051,40.9655,承德市,文化中心,,39,39,39,12,10,107,4,89,63,75,38,6,21,0.4,0.6
2023-09-21T22:00:00,1066A,117.9268,41.0026,承德市,离宫,,35,24,21,24,11,118,53,98,86,16,16,2,7,0.5,0.3
2023-09-21T22:00:00,1067A,116.6708,39.5111,廊坊市,药材公司,颗粒物(PM10),56,62,59,28,25,155,86,134,126,33,40,8,6,0.7,0.5
2023-09-21T22:00:00,1068A,116.7214,39.5589,廊坊市,开发区,,,61,52,30,24,160,110,144,141,28,33,,4,0.7,0.5
2023-09-21T22:00:00,1070A,116.7244,39.5269,廊坊市,北华航天学院,颗粒物(PM10),59,67,62,22,25,161,111,144,140,23,35,10,8,0.8,0.6
2023-09-21T22:00:00,1071A,116.8842,38.2991,沧州市,沧县城建局,,38,38,34,20,12,135,80,131,114,33,29,5,6,0.2,0.2
2023-09-21T22:00:00,1072A,116.8584,38.3254,沧州市,电视转播站,,44,44,29,17,11,134,96,130,119,21,17,5,8,0.4,0.4
2023-09-21T22:00:00,1073A,116.8709,38.3228,沧州市,市环保局,,40,40,33,23,16,138,85,132,117,24,17,8,8,0.3,0.2
2023-09-21T22:00:00,1074A,115.6838,37.7541,衡水市,电机北厂,,34,29,40,21,19,154,107,145,136,17,28,2,3,0.2,0.3
2023-09-21T22:00:00,1075A,115.6303,37.7316,衡水市,市监测站,,33,32,39,23,16,158,85,143,130,28,31,6,8,0.4,0.5
2023-09-21T22:00:00,1077A,114.4704,37.0886,邢台市,达活泉,颗粒物(PM10),53,56,28,11,8,166,97,146,136,28,23,12,8,1.0,0.8
2023-09-21T22:00:00,1078A,114.5062,37.0349,邢台市,邢师高专,颗粒物(PM10),52,53,35,11,6,160,43,133,102,55,33,6,6,0.4,0.4
2023-09-21T22:00:00,1079A,114.5237,37.0851,邢台市,路桥公司,,,43,33,18,13,179,,147,144,32,26,8,12,0.6,0.9
2023-09-21T22:00:00,1080A,114.4725,37.0719,邢台市,市环保局,颗粒物(PM10),59,67,28,24,10,164,91,140,126,26,23,19,9,2.1,0.7
2023-09-21T22:00:00,1081A,112.522,37.8873,太原市,尖草坪,颗粒物(PM10),69,87,56,34,24,145,6,119,93,110,48,7,9,0.9,0.7
2023-09-21T22:00:00,1083A,112.434,38.0108,太原市,上兰,,,,,,,,,,,,,,,,
2023-09-21T22:00:00,1084A,112.469,37.7124,太原市,晋源,颗粒物(PM10),63,76,60,37,24,137,19,116,86,88,48,6,7,1.0,0.9
2023-09-21T22:00:00,1085A,112.5583,37.7394,太原市,小店,颗粒物(PM10),73,96,82,33,30,138,39,122,102,85,49,9,12,0.8,0.9
2023-09-21T22:00:00,1086A,112.5369,37.8692,太原市,桃园,颗粒物(PM10),60,70,53,22,20,138,5,116,94,102,46,6,9,1.1,0.7
2023-09-21T22:00:00,1087A,112.57,37.8195,太原市,坞城,颗粒物(PM10),62,73,68,27,26,142,12,120,95,111,54,11,14,0.8,0.9
2023-09-21T22:00:00,1088A,112.549,37.9854,太原市,南寨,颗粒物(PM10),62,73,65,24,24,131,5,105,73,70,36,6,9,0.6,0.7
2023-09-21T22:00:00,1090A,111.6507,40.7517,呼和浩特市,呼市一监,,27,24,52,6,20,129,86,110,109,11,36,4,9,0.4,0.6
2023-09-21T22:00:00,1091A,111.6572,40.8033,呼和浩特市,小召,,27,27,55,7,18,124,74,105,103,18,42,5,9,0.5,0.6
2023-09-21T22:00:00,1094A,111.7516,40.8369,呼和浩特市,如意水处理厂,,29,21,52,6,17,133,91,115,114,11,36,7,11,0.4,0.5
2023-09-21T22:00:00,1095A,111.7276,40.8062,呼和浩特市,二十九中,,30,30,56,9,20,132,92,114,113,15,42,6,10,0.4,0.5
2023-09-21T22:00:00,1096A,111.5512,40.7866,呼和浩特市,工大金川校区,,28,24,48,6,16,131,88,112,109,11,38,4,9,0.4,0.5
2023-09-21T22:00:00,1097A,111.717,40.7612,呼和浩特市,化肥厂生活区,,40,40,68,12,20,111,82,102,99,21,41,6,10,0.4,0.5
2023-09-21T22:00:00,1098A,123.6836,41.9339,沈阳市,森林路,,,,,,,,,,,,,,,,
2023-09-21T22:00:00,1099A,123.505,41.7406,沈阳市,浑南东路,,43,43,36,19,15,112,73,84,64,38,39,12,16,0.7,0.9
2023-09-21T22:00:00,1100A,123.4231,41.6989,沈阳市,新秀街,颗粒物(PM10),53,56,40,18,11,108,78,86,82,40,40,12,15,0.9,0.9
2023-09-21T22:00:00,1102A,123.5903,41.8411,沈阳市,东陵路,颗粒物(PM10),62,74,29,18,8,107,12,90,68,81,30,15,10,0.8,0.6
2023-09-21T22:00:00,1103A,123.4264,41.8467,沈阳市,陵东街,,34,34,32,19,14,114,101,100,100,23,29,9,8,0.8,1
2023-09-21T22:00:00,1104A,123.4114,41.7653,沈阳市,文化路,颗粒物(PM10),56,61,39,28,18,118,78,100,98,34,36,11,13,0.8,1
2023-09-21T22:00:00,1105A,123.4678,41.7867,沈阳市,小河沿,,33,33,27,16,10,116,94,97,97,30,36,10,9,0.8,0.9
2023-09-21T22:00:00,1106A,123.4017,41.7972,沈阳市,太原街,,40,36,32,28,19,116,107,102,102,26,38,12,12,0.8,0.9
2023-09-21T22:00:00,1108A,123.3783,41.9228,沈阳市,京沈街,颗粒物(PM10),56,61,44,32,18,115,79,99,93,49,40,22,16,0.8,0.8
2023-09-21T22:00:00,1109A,121.612,38.9741,大连市,甘井子,,,51,28,17,10,142,,127,125,29,21,5,8,0.6,0.6
2023-09-21T22:00:00,1110A,121.565,38.9511,大连市,周水子,,28,18,27,16,10,140,87,125,116,32,27,6,6,0.9,0.3
2023-09-21T22:00:00,1111A,121.5637,38.8845,大连市,星海三站,,39,39,27,17,11,141,107,126,124,15,17,6,8,0.5,0.5
2023-09-21T22:00:00,1112A,121.6302,38.9117,大连市,青泥洼桥,,34,31,25,14,10,137,107,123,121,15,21,7,9,0.4,0.3
2023-09-21T22:00:00,1113A,121.6251,38.8638,大连市,傅家庄,,42,25,24,11,9,149,133,138,138,10,16,5,6,0.3,0.3
2023-09-21T22:00:00,1114A,121.5213,38.8661,大连市,七贤岭,,34,24,24,15,9,142,106,128,124,12,14,6,8,0.5,0.6
2023-09-21T22:00:00,1115A,121.2529,38.8061,大连市,旅顺,,40,24,17,9,8,139,127,126,123,15,16,6,6,0.8,0.7
2023-09-21T22:00:00,1116A,121.7485,39.1311,大连市,金州,颗粒物(PM10),51,52,34,20,14,158,113,139,130,18,19,8,11,0.6,0.6
2023-09-21T22:00:00,1117A,121.7811,39.0496,大连市,开发区,,34,34,22,23,10,139,93,127,118,36,21,7,6,0.8,0.6
2023-09-21T22:00:00,1118A,121.9762,39.0631,大连市,双D港,,31,24,20,12,9,146,97,127,124,23,16,7,8,0.6,0.4
2023-09-21T22:00:00,1119A,125.3325,43.9166,长春市,食品厂,,28,28,36,16,16,83,72,76,74,36,38,6,6,0.4,0.5
2023-09-21T22:00:00,1120A,125.2863,43.9027,长春市,客车厂,,30,30,38,15,17,86,76,78,74,29,34,7,6,0.4,0.6
2023-09-21T22:00:00,1121A,125.2841,43.8463,长春市,邮电学院,,32,32,33,4,13,93,54,86,80,26,27,5,5,0.3,0.4
2023-09-21T22:00:00,1122A,125.3716,43.8772,长春市,劳动公园,,28,20,34,6,9,91,87,85,85,21,27,6,5,0.3,0.5
2023-09-21T22:00:00,1123A,125.3297,43.8805,长春市,园林处,,29,29,31,6,10,92,88,88,88,22,30,8,7,0.4,0.5
2023-09-21T22:00:00,1124A,125.4605,43.79,长春市,净月潭,,21,14,15,6,5,92,66,85,76,12,12,6,6,0.4,0.4
2023-09-21T22:00:00,1125A,125.7194,43.515,长春市,甩湾子,,,,,,,,,,,,,,,,
2023-09-21T22:00:00,1126A,125.3863,43.8447,长春市,经开区环卫处,,35,35,51,10,18,87,66,76,72,25,27,4,4,0.6,0.7
2023-09-21T22:00:00,1127A,125.245,43.7783,长春市,高新区管委会,,31,31,30,8,11,94,72,86,74,26,26,6,7,0.3,0.4
2023-09-21T22:00:00,1128A,125.1761,43.8325,长春市,岱山公园,颗粒物(PM10),51,51,49,10,15,94,57,84,63,41,32,6,5,0.5,0.5
2023-09-21T22:00:00,1129A,126.5422,45.755,哈尔滨市,岭北,,24,16,15,6,7,100,75,93,89,11,11,12,10,0.4,0.4
2023-09-21T22:00:00,1130A,126.561,45.8167,哈尔滨市,松北商大,,23,23,21,9,6,87,53,74,62,16,19,6,7,0.5,0.5
2023-09-21T22:00:00,1131A,126.979,45.5419,哈尔滨市,阿城会宁,,33,33,24,15,10,91,45,81,67,12,14,3,3,0.5,0.5
2023-09-21T22:00:00,1132A,126.599,45.7222,哈尔滨市,南岗学府路,,34,34,34,11,10,88,44,77,66,29,30,8,8,0.7,0.7
2023-09-21T22:00:00,1133A,126.689,45.7733,哈尔滨市,太平宏伟公园,,38,38,32,21,14,91,38,80,67,41,22,2,5,0.5,0.6
2023-09-21T22:00:00,1134A,126.635,45.7667,哈尔滨市,道外承德广场,,32,31,28,22,9,86,30,72,52,50,35,5,5,0.2,0.5
2023-09-21T22:00:00,1135A,126.685,45.7319,哈尔滨市,香坊红旗大街,,41,41,36,16,13,90,35,78,56,52,37,13,6,0.4,0.5
2023-09-21T22:00:00,1136A,126.6411,45.7258,哈尔滨市,动力和平路,,28,28,28,14,12,87,45,75,64,34,30,6,8,0.5,0.6
2023-09-21T22:00:00,1137A,126.593,45.7478,哈尔滨市,道里建国路,,33,33,33,9,15,86,45,75,58,30,31,7,7,0.4,0.9
2023-09-21T22:00:00,1138A,126.615,45.61,哈尔滨市,平房东轻厂,,28,28,24,12,9,87,31,77,57,37,19,8,7,0.2,0.2
2023-09-21T22:00:00,1139A,126.595,45.9855,哈尔滨市,呼兰师专,,,16,29,10,9,89,,82,80,16,23,5,5,0.6,0.7
2023-09-21T22:00:00,1140A,126.6206,45.6842,哈尔滨市,省农科院,,37,37,34,12,9,87,40,76,60,36,32,10,10,0.5,0.7
2023-09-21T22:00:00,1141A,121.4,31.238,上海市,普陀,,28,28,22,14,11,99,52,91,56,34,24,4,4,0.6,0.6
2023-09-21T22:00:00,1142A,121.478,31.2036,上海市,十五厂,,27,27,24,13,11,104,59,103,62,40,28,9,8,0.6,0.6
2023-09-21T22:00:00,1143A,121.467,31.3008,上海市,虹口,,25,25,21,10,10,94,57,93,50,33,31,7,7,0.5,0.5
2023-09-21T22:00:00,1144A,121.412,31.1654,上海市,徐汇上师大,,26,26,21,17,13,107,62,103,60,28,22,7,6,0.7,0.7
2023-09-21T22:00:00,1145A,121.536,31.2659,上海市,杨浦四漂,,25,25,22,10,10,106,64,106,50,26,29,9,7,0.6,0.6
2023-09-21T22:00:00,1147A,121.425,31.2261,上海市,静安监测站,,24,24,20,12,10,104,68,98,65,27,23,3,3,0.4,0.5
2023-09-21T22:00:00,1148A,121.703,31.1907,上海市,浦东川沙,,25,24,24,9,10,108,77,105,68,20,23,6,6,0.5,0.5
2023-09-21T22:00:00,1149A,121.533,31.2284,上海市,浦东新区监测站,,24,24,22,10,10,91,52,91,47,31,28,6,7,0.5,0.6
2023-09-21T22:00:00,1150A,121.577,31.2071,上海市,浦东张江,,25,25,23,15,12,100,44,100,49,35,25,5,5,0.6,0.6
2023-09-21T22:00:00,1151A,118.8086,32.1065,南京市,迈皋桥,,18,18,18,7,5,81,34,81,64,20,15,3,4,0.3,0.3
2023-09-21T22:00:00,1152A,118.7538,32.0551,南京市,草场门,,19,9,16,9,7,88,58,86,69,22,20,1,2,0.4,0.5
2023-09-21T22:00:00,1153A,118.7794,32.0745,南京市,山西路,,20,17,22,5,6,89,63,89,72,14,13,5,4,0.3,0.4
2023-09-21T22:00:00,1154A,118.7752,32.0023,南京市,中华门,,14,12,18,5,7,99,40,99,58,27,17,3,3,0.7,0.8
2023-09-21T22:00:00,1155A,118.8109,32.0309,南京市,瑞金路,,15,14,21,5,5,104,45,104,61,25,15,4,5,0.2,0.3
2023-09-21T22:00:00,1156A,118.7997,32.0754,南京市,玄武湖,,19,19,24,6,7,88,50,86,63,19,15,3,4,0.5,0.5
2023-09-21T22:00:00,1157A,118.6414,32.0931,南京市,浦口,,20,20,19,7,7,86,41,75,62,22,15,4,5,0.6,0.7
2023-09-21T22:00:00,1158A,118.7356,31.9996,南京市,奥体中心,,19,13,20,7,8,98,58,98,70,23,17,5,6,0.4,0.4
2023-09-21T22:00:00,1159A,118.9125,32.1028,南京市,仙林大学城,,22,9,17,5,6,90,68,90,75,10,17,7,8,0.5,0.6
2023-09-21T22:00:00,1160A,120.561,31.2472,苏州市,上方山,,30,30,23,8,8,212,29,82,46,22,17,4,13,0.8,0.7
2023-09-21T22:00:00,1162A,120.591,31.3019,苏州市,彩香,,30,30,23,19,13,94,39,78,60,25,15,7,6,0.9,0.7
2023-09-21T22:00:00,1163A,120.596,31.3264,苏州市,轧钢厂,,29,29,25,16,13,101,50,87,64,18,14,9,8,0.7,0.6
2023-09-21T22:00:00,1164A,120.613,31.2703,苏州市,吴中区,,38,38,26,18,11,98,40,80,65,29,18,8,8,0.8,0.6
2023-09-21T22:00:00,1165A,120.543,31.2994,苏州市,苏州新区,,29,29,23,20,14,101,41,86,66,35,25,8,7,0.8,0.6
2023-09-21T22:00:00,1166A,120.669,31.3097,苏州市,苏州工业园区,,37,37,23,23,12,94,31,75,61,40,23,7,7,0.8,0.6
2023-09-21T22:00:00,1167A,120.641,31.3708,苏州市,相城区,,23,23,26,15,14,103,50,88,64,22,16,8,8,0.7,0.6
2023-09-21T22:00:00,1168A,120.9098,31.9663,南通市,狼山街道,,22,12,22,3,4,103,69,95,82,14,13,7,7,0.4,0.3
2023-09-21T22:00:00,1169A,120.86,32.0005,南通市,虹桥,,22,21,23,15,10,101,68,95,78,19,15,5,6,0.7,0.6
2023-09-21T22:00:00,1170A,120.87,32.02,南通市,城中,,22,17,19,15,9,96,68,88,76,17,13,6,7,0.5,0.4
2023-09-21T22:00:00,1171A,120.94,31.93,南通市,星湖花园,,23,13,21,8,6,99,71,88,76,14,14,6,6,0.5,0.4
2023-09-21T22:00:00,1172A,120.81,32.0417,南通市,紫琅学院,,21,9,22,8,4,100,66,94,74,16,14,6,7,0.6,0.7
2023-09-21T22:00:00,1173A,119.176,34.5885,连云港市,市环境监测站,,29,29,24,9,9,102,62,93,88,26,19,8,10,0.5,0.5
2023-09-21T22:00:00,1177A,117.179,34.2761,徐州市,黄河新村,,41,41,30,21,14,118,61,104,98,38,28,6,6,0.6,0.4
2023-09-21T22:00:00,1178A,117.1918,34.2384,徐州市,淮塔,,48,48,32,21,12,126,47,107,96,33,20,9,10,0.4,0.3
2023-09-21T22:00:00,1180A,117.256,34.2153,徐州市,新城区,,46,46,30,18,11,122,44,103,92,62,28,6,7,0.7,0.4
2023-09-21T22:00:00,1181A,117.244,34.2911,徐州市,桃园路,,27,27,33,14,12,128,71,114,108,23,24,8,10,0.7,0.5
2023-09-21T22:00:00,1182A,117.2933,34.2778,徐州市,农科院,,36,36,22,19,10,123,72,105,100,32,24,10,7,0.7,0.4
2023-09-21T22:00:00,1186A,119.389,32.3761,扬州市,邗江监测站,,19,19,26,13,11,102,59,102,81,29,17,5,6,0.4,0.4
2023-09-21T22:00:00,1188A,120.269,31.4867,无锡市,雪浪,,,,27,,9,92,,84,66,,21,4,6,,0.7
2023-09-21T22:00:00,1189A,120.275,31.6219,无锡市,黄巷,,17,15,29,9,9,92,52,83,62,33,26,6,7,0.7,0.8
2023-09-21T22:00:00,1190A,120.294,31.56,无锡市,曹张,,22,22,31,9,13,87,50,80,61,29,26,8,10,0.8,0.8
2023-09-21T22:00:00,1191A,120.242,31.5031,无锡市,漆塘,,19,19,27,12,12,95,44,88,63,28,23,6,7,0.8,0.7
2023-09-21T22:00:00,1192A,120.3489,31.5863,无锡市,东亭,,25,17,29,17,14,89,46,86,57,32,25,4,6,1.0,0.9
2023-09-21T22:00:00,1193A,120.354,31.5475,无锡市,旺庄,,22,22,29,12,14,100,54,90,70,25,19,11,12,1.0,0.8
2023-09-21T22:00:00,1194A,120.245,31.5631,无锡市,荣巷,,18,12,25,5,10,92,55,90,63,16,14,9,11,0.7,0.6
2023-09-21T22:00:00,1195A,120.299,31.6817,无锡市,堰桥,,19,19,27,9,9,94,53,82,64,19,13,6,7,0.7,0.6
2023-09-21T22:00:00,1196A,119.9633,31.762,常州市,市监测站,,25,19,20,10,13,90,77,85,73,20,19,7,9,0.5,0.4
2023-09-21T22:00:00,1200A,119.9468,31.7069,常州市,武进监测站,,25,24,26,8,9,97,80,91,78,12,12,7,9,0.5,0.5
2023-09-21T22:00:00,1201A,119.9255,31.9087,常州市,安家,,28,28,26,13,14,98,67,90,74,15,14,8,9,0.5,0.5
2023-09-21T22:00:00,1203A,119.6707,32.1875,镇江市,新区办事处,,26,26,31,16,14,90,67,75,74,17,26,3,8,0.3,0.3
2023-09-21T22:00:00,1204A,119.4974,32.1968,镇江市,职教中心,,29,29,25,19,13,104,73,98,89,15,13,3,4,0.5,0.5
2023-09-21T22:00:00,1205A,119.4303,32.1328,镇江市,丹徒区监测站,,30,29,27,21,10,102,65,98,82,20,14,2,5,0.5,0.4
2023-09-21T22:00:00,1206A,119.905,32.4878,泰州市,公园路,,28,24,27,19,13,88,41,82,64,19,12,5,7,0.9,0.7
2023-09-21T22:00:00,1207A,119.9189,32.4625,泰州市,莲花,,25,20,24,17,11,96,59,90,77,18,12,4,8,0.6,0.5
2023-09-21T22:00:00,1209A,119.888,32.4639,泰州市,留学生创业园,,36,36,31,19,12,92,46,86,66,25,18,6,10,0.6,0.5
2023-09-21T22:00:00,1210A,119.036,33.5981,淮安市,钵池山,,39,39,26,19,12,88,34,77,64,43,22,8,7,0.7,0.8
2023-09-21T22:00:00,1211A,119.007,33.575,淮安市,北京南路,,44,44,31,13,7,90,49,81,73,31,22,8,6,0.6,0.7
2023-09-21T22:00:00,1212A,118.989,33.6067,淮安市,市监测站,,36,36,27,14,10,87,18,82,69,49,27,7,8,0.8,0.7
2023-09-21T22:00:00,1213A,119.135,33.5039,淮安市,楚州区监测站,,29,29,28,13,13,92,56,82,74,30,21,6,8,0.6,0.7
2023-09-21T22:00:00,1214A,119.0186,33.6297,淮安市,淮阴区监测站,,41,41,29,14,13,84,34,80,71,49,23,10,9,0.7,0.7
2023-09-21T22:00:00,1215A,120.118,33.4022,盐城市,盐城电厂,,29,29,30,14,10,105,63,92,86,14,10,6,7,0.4,0.4
2023-09-21T22:00:00,1216A,120.156,33.3942,盐城市,市监测站,,32,32,24,15,6,118,68,102,91,20,14,5,6,0.3,0.3
2023-09-21T22:00:00,1218A,120.2144,33.38,盐城市,开发区管委会,,33,33,28,14,9,92,53,81,70,23,17,16,11,0.2,0.1
2023-09-21T22:00:00,1220A,118.293,33.9528,宿迁市,宿迁学院,,26,26,21,16,11,99,54,86,73,42,23,8,10,0.6,0.6
2023-09-21T22:00:00,1221A,118.2442,33.9592,宿迁市,宿迁中学,,39,39,27,16,9,97,58,84,77,29,20,8,9,0.7,0.6
2023-09-21T22:00:00,1223A,120.2072,30.2111,杭州市,滨江,,31,31,24,15,11,86,60,80,68,22,16,6,7,0.7,0.7
2023-09-21T22:00:00,1224A,120.0633,30.2747,杭州市,西溪,,19,19,16,12,8,82,58,73,56,14,14,3,3,0.6,0.5
2023-09-21T22:00:00,1226A,120.3461,30.3153,杭州市,下沙,,29,29,23,15,11,71,50,71,48,28,30,3,3,0.6,0.6
2023-09-21T22:00:00,1227A,120.1269,30.2456,杭州市,卧龙桥,,25,20,20,17,14,84,56,84,52,16,13,3,3,0.7,0.6
2023-09-21T22:00:00,1228A,120.1903,30.2692,杭州市,浙江农大,,20,18,14,14,12,77,55,77,54,18,18,7,7,0.6,0.5
