timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2023-08-14T00:00:00,1038A,118.1725,39.6334,唐山市,物资局,颗粒物(PM10),58,66,36,33,19,138,55,121,95,35,15,5,5,0.7,0.6
2023-08-14T00:00:00,1040A,118.1705,39.6506,唐山市,十二中,颗粒物(PM10),53,55,29,28,21,134,42,125,100,43,13,2,3,0.7,0.6
2023-08-14T00:00:00,1041A,118.1869,39.622,唐山市,小山,颗粒物(PM10),53,56,26,30,15,150,49,125,98,36,12,2,2,0.7,0.6
2023-08-14T00:00:00,1042A,119.5134,39.8207,秦皇岛市,北戴河环保局,,35,19,15,9,7,120,110,116,113,11,15,4,4,0.3,0.2
2023-08-14T00:00:00,1043A,119.7493,40.0116,秦皇岛市,第一关,,34,34,18,9,8,122,28,100,62,52,19,2,2,0.4,0.2
2023-08-14T00:00:00,1044A,119.5897,39.9499,秦皇岛市,监测站,,43,43,24,10,6,104,9,97,74,83,18,6,6,0.4,0.3
2023-08-14T00:00:00,1046A,119.5251,39.9041,秦皇岛市,建设大厦,颗粒物(PM10),58,65,20,19,10,113,25,108,91,57,13,2,2,0.5,0.3
2023-08-14T00:00:00,1048A,114.5302,36.6116,邯郸市,东污水处理厂,,40,40,31,22,23,142,62,134,105,34,17,3,4,0.5,0.7
2023-08-14T00:00:00,1049A,114.4918,36.5713,邯郸市,矿院,,40,40,38,24,24,150,77,141,104,23,18,56,6,0.9,1
2023-08-14T00:00:00,1050A,114.484,36.6133,邯郸市,丛台公园,,34,34,36,20,20,146,102,140,120,9,12,10,6,0.5,0.7
2023-08-14T00:00:00,1051A,115.493,38.8632,保定市,游泳馆,,26,25,27,14,18,170,82,149,106,20,13,3,9,0.1,0.3
2023-08-14T00:00:00,1052A,115.5213,38.8959,保定市,华电二区,,35,35,32,15,11,171,87,147,105,11,9,4,4,0.7,0.8
2023-08-14T00:00:00,1053A,115.4713,38.9108,保定市,接待中心,,47,47,31,17,11,159,63,142,106,17,6,6,6,0.7,0.8
2023-08-14T00:00:00,1054A,115.4612,38.8416,保定市,地表水厂,颗粒物(PM10),62,73,40,16,16,153,40,141,96,43,16,7,7,0.5,0.7
2023-08-14T00:00:00,1056A,115.5086,38.8639,保定市,监测站,,38,38,28,16,16,173,93,154,112,17,12,6,5,0.3,0.4
2023-08-14T00:00:00,1057A,114.8883,40.8336,张家口市,人民公园,细颗粒物(PM2.5),64,25,19,46,5,129,70,119,92,10,11,2,2,0.1,0.1
