stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant,positionname,area
3710A,2024-11-06T1300,121.5594,29.8975,8,21,0.5,16,9,94,68,30,—,白沙活动中心,宁波市
2339A,2024-11-06T1300,119.5001,26.6946,—,—,—,—,—,—,—,—,—,金涵水库,宁德市
2341A,2024-11-06T1300,119.5388,26.6612,15,31,0.4,10,3,121,86,38,—,宁德市监测站,宁德市
3209A,2024-11-06T1300,119.5231,26.6562,16,33,0.2,10,5,126,91,40,—,宁德一中,宁德市
2618A,2024-11-06T1300,98.8601,25.8567,15,25,0.5,19,6,18,24,25,—,州监测站,怒江傈僳族自治州
2619A,2024-11-06T1300,98.8546,25.8417,16,—,0.5,17,7,13,10,23,—,泸水一中,怒江傈僳族自治州
1888A,2024-11-06T1300,101.6891,26.571,—,—,0.9,19,12,53,17,—,—,弄弄坪,攀枝花市
1889A,2024-11-06T1300,101.5769,26.5928,39,55,1.7,20,18,65,22,55,细颗粒物(PM2.5),河门口,攀枝花市
1890A,2024-11-06T1300,101.7169,26.585,29,40,1.1,21,17,49,17,42,—,炳草岗,攀枝花市
1891A,2024-11-06T1300,101.7369,26.5008,58,72,1.2,23,15,52,20,79,细颗粒物(PM2.5),仁和,攀枝花市
2835A,2024-11-06T1300,101.7227,26.567,23,43,0.9,12,8,48,18,43,—,四十中小,攀枝花市
1604A,2024-11-06T1300,122.0303,41.1489,16,38,0.4,12,13,58,36,38,—,开发区,盘锦市
1605A,2024-11-06T1300,122.0485,41.0883,17,24,0.5,14,11,61,36,25,—,兴隆台,盘锦市
1606A,2024-11-06T1300,121.8297,41.1028,15,35,0.5,15,12,66,36,35,—,新生街道,盘锦市
1832A,2024-11-06T1300,113.3257,33.742,54,108,0.5,25,13,102,34,79,颗粒物(PM10),新华旅馆,平顶山市
1833A,2024-11-06T1300,113.2919,33.737,73,122,0.6,29,11,101,36,98,细颗粒物(PM2.5),规划设计院,平顶山市
1834A,2024-11-06T1300,113.182,33.774,70,112,0.7,27,12,89,23,94,细颗粒物(PM2.5),平顶山工学院,平顶山市
3204A,2024-11-06T1300,113.3025,33.73,75,114,0.5,30,—,93,32,—,—,规划局,平顶山市
3594A,2024-11-06T1300,112.8867,33.9116,56,126,0.8,31,17,95,32,88,颗粒物(PM10),石龙区,平顶山市
2656A,2024-11-06T1300,106.6692,35.5461,50,84,0.6,29,14,66,31,69,细颗粒物(PM2.5),聚贤嘉苑,平凉市
2657A,2024-11-06T1300,106.7021,35.5307,—,—,—,—,—,—,—,—,—,博物馆,平凉市
2347A,2024-11-06T1300,114.0997,27.5002,3,37,0.2,7,8,116,70,37,—,武功山,萍乡市
2348A,2024-11-06T1300,113.8385,27.6434,24,47,0.5,—,16,123,99,—,—,中医院,萍乡市
2349A,2024-11-06T1300,113.8493,27.6253,25,44,0.8,8,15,120,95,44,—,市政府车库,萍乡市
2350A,2024-11-06T1300,113.8676,27.6435,24,49,0.5,7,19,118,94,49,—,市环保局,萍乡市
2351A,2024-11-06T1300,113.866,27.6198,14,50,0.7,11,13,120,90,50,—,安源区政府,萍乡市
2319A,2024-11-06T1300,119.0141,25.4325,10,41,0.4,8,1,114,99,41,—,荔城区仓后路,莆田市
2320A,2024-11-06T1300,119.0015,25.4553,8,39,0.2,5,2,114,102,39,—,莆田市监测站,莆田市
2321A,2024-11-06T1300,119.1119,25.4561,7,36,0.3,5,2,114,100,36,—,涵江区六中,莆田市
2322A,2024-11-06T1300,119.1013,25.3215,13,77,0.2,6,2,95,88,64,颗粒物(PM10),秀屿区政府,莆田市
2323A,2024-11-06T1300,118.981,25.4792,—,—,—,—,—,—,—,—,—,东圳水库,莆田市
2392A,2024-11-06T1300,115.0312,35.7636,52,67,0.4,14,10,114,50,72,细颗粒物(PM2.5),环保局,濮阳市
2394A,2024-11-06T1300,115.0574,35.7609,52,82,0.4,22,11,112,50,72,细颗粒物(PM2.5),油田运输公司,濮阳市
2395A,2024-11-06T1300,115.0866,35.7754,57,94,0.3,21,11,106,49,78,细颗粒物(PM2.5),油田物探公司,濮阳市
3021A,2024-11-06T1300,115,35.7668,40,92,0.5,21,—,97,34,—,—,濮水河管理处,濮阳市
2601A,2024-11-06T1300,100.98,22.7633,28,34,0.6,8,5,59,46,40,—,市环保局,普洱市
2602A,2024-11-06T1300,100.9817,22.8322,18,34,0.6,11,7,52,29,34,—,普洱第二中学,普洱市
2262A,2024-11-06T1300,131.0518,45.8751,3,—,0.8,5,9,63,52,20,—,新一中,七台河市
3345A,2024-11-06T1300,131.0577,45.7879,3,10,0.7,8,7,51,39,16,—,中波台,七台河市
3637A,2024-11-06T1300,131.0176,45.7761,11,—,—,—,6,55,38,—,—,人民广场,七台河市
3684A,2024-11-06T1300,130.8781,45.8222,16,51,0.4,17,11,47,37,51,颗粒物(PM10),新建矿广场,七台河市
1779A,2024-11-06T1300,123.9305,47.3636,15,25,0.3,—,5,58,34,—,—,安居小区,齐齐哈尔市
1780A,2024-11-06T1300,123.9488,47.3386,3,14,0.3,6,2,46,34,15,—,中心广场,齐齐哈尔市
1781A,2024-11-06T1300,123.9483,47.3227,13,—,0.5,6,3,51,31,19,—,农牧车辆厂,齐齐哈尔市
1783A,2024-11-06T1300,123.945,47.2988,11,18,0.2,6,2,52,33,18,—,市环境监测站,齐齐哈尔市
3662A,2024-11-06T1300,123.6333,47.2075,15,22,0.1,8,5,53,39,22,—,富区青少年活动中心,齐齐哈尔市
2591A,2024-11-06T1300,107.9783,26.5747,53,68,0.5,17,6,119,71,73,细颗粒物(PM2.5),市环境监测站,黔东南苗族侗族自治州
2881A,2024-11-06T1300,107.8908,26.5311,44,58,0.7,14,5,133,80,62,细颗粒物(PM2.5),凯里学院,黔东南苗族侗族自治州
2593A,2024-11-06T1300,107.5228,26.2403,34,51,0.4,10,6,138,92,51,颗粒物(PM10),小围寨,黔南布依族苗族自治州
3538A,2024-11-06T1300,107.5175,26.2978,34,51,0.6,10,5,137,79,51,颗粒物(PM10),沙坝,黔南布依族苗族自治州
2589A,2024-11-06T1300,104.9022,25.0925,28,41,0.5,9,5,82,39,41,—,场坝街,黔西南布依族苗族自治州
2590A,2024-11-06T1300,104.8811,25.0992,32,38,0.4,9,3,80,37,46,—,坪东大道,黔西南布依族苗族自治州
2502A,2024-11-06T1300,108.6236,21.9667,46,75,0.9,14,9,135,94,64,细颗粒物(PM2.5),市环保站,钦州市
2503A,2024-11-06T1300,108.6549,21.9481,51,79,0.8,15,8,144,96,70,细颗粒物(PM2.5),沙埠小学,钦州市
2504A,2024-11-06T1300,108.5989,21.7431,55,103,0.9,16,9,136,88,77,颗粒物(PM10),港区一小,钦州市
3404A,2024-11-06T1300,108.5959,21.9633,55,74,1.1,13,10,135,93,75,细颗粒物(PM2.5),北职校,钦州市
1042A,2024-11-06T1300,119.5134,39.8207,14,18,0.4,13,4,47,37,20,—,北戴河环保局,秦皇岛市
1043A,2024-11-06T1300,119.7493,40.0116,9,32,0.3,18,3,59,35,32,—,第一关,秦皇岛市
1044A,2024-11-06T1300,119.5897,39.9499,—,—,—,14,5,47,32,—,—,监测站,秦皇岛市
1046A,2024-11-06T1300,119.5251,39.9041,15,32,0.3,15,4,50,23,32,—,建设大厦,秦皇岛市
3132A,2024-11-06T1300,119.610547,39.943889,8,31,0.3,20,4,52,34,31,—,文明里,秦皇岛市
1307A,2024-11-06T1300,120.6659,36.2403,33,53,0.4,17,10,90,65,52,颗粒物(PM10),仰口,青岛市
1310A,2024-11-06T1300,120.4134,36.0658,24,78,0.7,33,14,74,35,64,颗粒物(PM10),市南区东部子站,青岛市
1311A,2024-11-06T1300,120.3664,36.1032,29,56,0.4,30,14,82,37,53,颗粒物(PM10),四方区子站,青岛市
1312A,2024-11-06T1300,120.2994,36.054,27,48,0.6,32,16,73,39,48,—,市南区西部子站,青岛市
1313A,2024-11-06T1300,120.4581,36.0858,22,56,0.6,30,13,81,44,53,颗粒物(PM10),崂山区子站,青岛市
1314A,2024-11-06T1300,120.1983,35.9608,29,68,0.7,44,12,66,52,59,颗粒物(PM10),黄岛区子站,青岛市
1315A,2024-11-06T1300,120.3999,36.3083,34,66,0.6,27,13,99,37,58,颗粒物(PM10),城阳区子站,青岛市
1966A,2024-11-06T1300,120.0405,35.8735,17,41,0.4,24,11,89,55,41,—,黄岛区4号,青岛市
3362A,2024-11-06T1300,120.5014,36.4034,39,55,—,—,—,—,25,—,—,即墨2号,青岛市
3642A,2024-11-06T1300,120.3503,36.0736,27,72,0.7,26,13,80,32,61,颗粒物(PM10),市北区南部,青岛市
3643A,2024-11-06T1300,120.3948,36.1805,39,83,0.9,45,16,65,36,67,颗粒物(PM10),李沧区北部,青岛市
1702A,2024-11-06T1300,113.0426,23.691,35,42,0.9,14,6,159,142,50,—,环保大楼,清远市
1703A,2024-11-06T1300,113.0208,23.7106,35,48,0.8,9,10,147,133,50,—,凤城街办,清远市
3025A,2024-11-06T1300,113.0477,23.6344,29,49,1.0,—,9,143,121,—,—,技师学院,清远市
3318A,2024-11-06T1300,112.9903,23.7403,31,39,0.9,6,4,144,135,45,—,清新太和,清远市
3455A,2024-11-06T1300,113.076,23.7198,32,51,0.9,6,7,148,133,51,颗粒物(PM10),清城东城,清远市
2661A,2024-11-06T1300,107.6325,35.7357,79,97,0.5,15,8,83,82,105,细颗粒物(PM2.5),庆阳五中,庆阳市
2662A,2024-11-06T1300,107.6364,35.7067,63,78,0.5,23,24,81,90,85,细颗粒物(PM2.5),市环保局,庆阳市
1916A,2024-11-06T1300,103.7897,25.5035,44,—,0.7,19,2,87,57,62,细颗粒物(PM2.5),环境监测站,曲靖市
1917A,2024-11-06T1300,103.8,25.5364,37,60,0.6,15,4,81,61,55,颗粒物(PM10),烟厂办公区,曲靖市
3376A,2024-11-06T1300,103.7947,25.462,37,54,0.6,12,3,87,65,53,细颗粒物(PM2.5),南苑二区,曲靖市
3377A,2024-11-06T1300,103.7444,25.5261,—,—,0.7,11,—,87,66,—,—,曲靖师范学院,曲靖市
1264A,2024-11-06T1300,118.8692,28.9398,33,63,—,—,4,114,60,—,—,环保大楼,衢州市
1265A,2024-11-06T1300,118.8709,28.9666,32,54,0.4,18,10,118,66,52,颗粒物(PM10),实验学校,衢州市
1266A,2024-11-06T1300,118.8621,28.9808,34,58,0.4,18,9,121,68,54,颗粒物(PM10),衢州学院,衢州市
1611A,2024-11-06T1300,118.5819,24.9117,11,40,0.3,9,1,113,101,40,—,涂山街,泉州市
1612A,2024-11-06T1300,118.5972,24.8978,13,49,0.4,9,2,111,99,49,—,津头埔,泉州市
1613A,2024-11-06T1300,118.6663,24.9424,12,49,0.3,6,1,114,99,49,—,万安,泉州市
1614A,2024-11-06T1300,118.6117,24.9604,—,—,—,—,—,—,—,—,—,清源山,泉州市
3529A,2024-11-06T1300,118.6333,24.9264,13,34,0.2,5,1,113,97,36,—,城华南路,泉州市
2626A,2024-11-06T1300,88.8876,29.2718,6,12,0.4,—,5,—,58,—,—,日喀则监测站,日喀则市
3726A,2024-11-06T1300,88.8781,29.2426,3,13,0.6,4,6,93,63,30,—,林业技术推广中心,日喀则市
1659A,2024-11-06T1300,119.471,35.4209,16,19,0.4,14,6,—,22,—,—,监测站,日照市
1660A,2024-11-06T1300,119.523,35.4216,13,29,0.4,10,5,95,42,30,—,市政府广场,日照市
1661A,2024-11-06T1300,119.5587,35.4044,23,34,0.6,17,4,94,45,34,—,港务局,日照市
3507A,2024-11-06T1300,119.5328,35.4625,17,34,0.4,16,7,97,51,34,—,职业技术学院,日照市
3604A,2024-11-06T1300,119.3266,35.1044,15,31,0.5,18,8,87,57,31,—,岚山环保分局,日照市
1835A,2024-11-06T1300,111.1922,34.7752,64,71,0.5,23,14,80,55,87,细颗粒物(PM2.5),市政府,三门峡市
1836A,2024-11-06T1300,111.1587,34.7942,53,100,0.6,26,12,73,50,75,颗粒物(PM10),开发区,三门峡市
1838A,2024-11-06T1300,111.143,34.7955,47,88,0.8,—,19,—,—,—,—,风景区,三门峡市
3039A,2024-11-06T1300,111.1911,34.7829,51,74,0.5,23,16,77,52,70,细颗粒物(PM2.5),三门峡市第一小学,三门峡市
3598A,2024-11-06T1300,111.1,34.7167,57,86,0.6,20,33,78,43,78,细颗粒物(PM2.5),富达温泉假日酒店,三门峡市
2324A,2024-11-06T1300,117.6211,26.2625,22,36,0.5,6,3,119,102,38,—,三钢,三明市
2325A,2024-11-06T1300,117.635,26.2714,21,29,0.5,8,3,115,98,36,—,三明二中,三明市
2326A,2024-11-06T1300,117.6028,26.2378,22,44,0.5,7,4,118,100,44,—,三元区政府,三明市
2327A,2024-11-06T1300,117.7275,26.3108,—,—,—,—,—,—,—,—,—,洋溪,三明市
1876A,2024-11-06T1300,109.5078,18.2489,21,40,0.4,4,2,108,129,40,—,河东子站,三亚市
1877A,2024-11-06T1300,109.4964,18.2681,19,32,0.5,8,3,99,113,32,—,河西子站,三亚市
3540A,2024-11-06T1300,109.7348,18.3443,17,41,0.5,6,—,98,128,—,—,君悦子站,三亚市
2624A,2024-11-06T1300,91.7608,29.2313,3,10,0.4,5,5,89,81,28,—,山南监测站,山南市
2625A,2024-11-06T1300,91.7706,29.2436,3,11,0.5,5,4,90,86,29,—,山南人民医院,山南市
1674A,2024-11-06T1300,116.6794,23.3667,—,38,—,6,7,126,104,—,—,金平子站,汕头市
1675A,2024-11-06T1300,116.7244,23.3633,21,39,0.7,7,8,117,104,39,—,龙湖子站,汕头市
1676A,2024-11-06T1300,116.7258,23.2775,23,36,0.6,7,7,123,113,39,—,濠江子站,汕头市
1677A,2024-11-06T1300,116.7519,23.4714,20,48,0.8,10,7,123,110,48,—,澄海子站,汕头市
1678A,2024-11-06T1300,116.6092,23.2539,25,40,0.8,5,6,127,106,40,—,潮阳子站,汕头市
3444A,2024-11-06T1300,116.454,23.2684,37,50,0.8,13,8,146,115,53,细颗粒物(PM2.5),潮南峡山,汕头市
3624A,2024-11-06T1300,116.4069,23.2533,31,62,—,12,8,134,103,—,—,潮南子站,汕头市
1693A,2024-11-06T1300,115.3653,22.775,35,41,0.8,11,8,103,84,50,—,市环保局,汕尾市
1694A,2024-11-06T1300,115.3706,22.7898,36,51,0.7,10,10,113,91,52,细颗粒物(PM2.5),市政府,汕尾市
1695A,2024-11-06T1300,115.3622,22.7925,35,66,0.7,9,8,114,91,58,颗粒物(PM10),新城中学,汕尾市
2645A,2024-11-06T1300,109.9154,33.8715,39,63,0.5,12,7,111,50,57,颗粒物(PM10),监测站,商洛市
3045A,2024-11-06T1300,109.9643,33.8471,41,86,0.7,16,9,—,36,—,—,商州区中学,商洛市
2408A,2024-11-06T1300,115.6702,34.4285,49,61,0.6,25,12,102,44,68,细颗粒物(PM2.5),环境监测站,商丘市
2409A,2024-11-06T1300,115.6458,34.4045,49,63,0.6,25,7,106,58,68,细颗粒物(PM2.5),粮食局,商丘市
2410A,2024-11-06T1300,115.6293,34.3948,47,81,0.5,22,13,101,47,66,颗粒物(PM10),睢阳区环保局,商丘市
3171A,2024-11-06T1300,115.6071,34.4465,39,55,0.5,21,11,95,49,55,细颗粒物(PM2.5),梁园区档案局,商丘市
1141A,2024-11-06T1300,121.4,31.238,12,16,0.5,12,5,86,55,27,—,普陀,上海市
1142A,2024-11-06T1300,121.478,31.2036,8,20,0.4,14,7,91,68,29,—,十五厂,上海市
1143A,2024-11-06T1300,121.467,31.3008,3,16,0.5,11,8,91,62,29,—,虹口,上海市
1144A,2024-11-06T1300,121.412,31.1654,3,18,0.4,16,8,91,62,29,—,徐汇上师大,上海市
1145A,2024-11-06T1300,121.536,31.2659,10,20,0.4,10,6,91,68,29,—,杨浦四漂,上海市
1147A,2024-11-06T1300,121.425,31.2261,3,16,0.3,18,7,87,61,28,—,静安监测站,上海市
1148A,2024-11-06T1300,121.703,31.1907,7,16,0.5,10,6,90,66,29,—,浦东川沙,上海市
1149A,2024-11-06T1300,121.533,31.2284,3,13,0.4,12,7,87,68,28,—,浦东新区监测站,上海市
1150A,2024-11-06T1300,121.577,31.2071,3,14,0.4,16,5,87,73,28,—,浦东张江,上海市
3265A,2024-11-06T1300,121.4316,31.3322,3,18,0.4,9,10,88,58,28,—,宝山庙行,上海市
3266A,2024-11-06T1300,121.8791,31.4662,3,9,0.5,5,8,88,66,28,—,崇明上实东滩,上海市
3268A,2024-11-06T1300,121.3162,31.2838,9,21,0.6,16,12,87,63,28,—,嘉定南翔,上海市
3269A,2024-11-06T1300,121.3359,30.7456,3,13,0.5,12,5,88,58,28,—,金山新城,上海市
3270A,2024-11-06T1300,121.4996,31.0739,6,16,0.6,14,6,90,57,29,—,闵行浦江,上海市
3271A,2024-11-06T1300,121.2886,31.1663,3,19,0.5,16,8,90,48,29,—,青浦徐泾,上海市
3272A,2024-11-06T1300,121.2186,31.0378,3,19,0.4,16,6,90,58,29,—,松江图书馆,上海市
3273A,2024-11-06T1300,121.3902,31.2059,3,16,0.5,14,7,92,65,29,—,长宁仙霞,上海市
3274A,2024-11-06T1300,121.7965,31.0507,3,13,0.5,8,10,93,62,30,—,浦东惠南,上海市
3544A,2024-11-06T1300,121.4891,30.925,10,17,0.4,18,2,85,57,27,—,奉贤南桥新城,上海市
2381A,2024-11-06T1300,118.005,28.4572,34,35,0.2,5,5,126,83,49,—,百草园,上饶市
2382A,2024-11-06T1300,117.9756,28.4436,16,43,0.6,15,6,130,85,43,—,市监测站,上饶市
2383A,2024-11-06T1300,117.9519,28.4628,24,49,0.7,10,6,123,78,49,—,凤凰光学,上饶市
3413A,2024-11-06T1300,118.1953,28.4401,17,46,0.5,12,7,123,78,46,—,广丰区教体局,上饶市
3685A,2024-11-06T1300,117.897,28.4315,17,47,0.6,9,7,126,85,47,—,双创科技城,上饶市
1669A,2024-11-06T1300,113.5824,24.7733,32,44,0.7,3,10,128,123,46,—,市八中,韶关市
1671A,2024-11-06T1300,113.5917,24.7972,31,—,0.6,4,11,129,124,45,—,园林处,韶关市
1672A,2024-11-06T1300,113.6735,24.7791,30,44,0.5,8,10,127,109,44,—,韶关学院,韶关市
1673A,2024-11-06T1300,113.5971,24.6863,30,44,0.5,4,9,128,115,44,—,曲江监测站,韶关市
3622A,2024-11-06T1300,113.5556,24.8082,32,59,0.6,4,10,124,106,55,颗粒物(PM10),碧湖山庄,韶关市
2462A,2024-11-06T1300,111.5239,27.3033,—,—,—,—,—,—,—,—,—,市水土所,邵阳市
2463A,2024-11-06T1300,111.4733,27.2317,35,53,0.7,8,11,152,71,52,颗粒物(PM10),市一中,邵阳市
2464A,2024-11-06T1300,111.5283,27.2442,32,60,0.8,12,11,146,79,55,颗粒物(PM10),市化工厂,邵阳市
2465A,2024-11-06T1300,111.4503,27.2537,41,45,0.6,13,10,145,94,58,细颗粒物(PM2.5),市罐头厂,邵阳市
2466A,2024-11-06T1300,111.4328,27.2272,41,69,0.8,10,10,145,76,60,颗粒物(PM10),市环保局,邵阳市
1247A,2024-11-06T1300,120.6053,29.9928,13,27,0.3,17,10,107,48,34,—,城东开发委,绍兴市
2921A,2024-11-06T1300,120.5483,30.0003,13,30,—,14,6,104,54,—,—,树下王站,绍兴市
3408A,2024-11-06T1300,120.5683,29.9361,13,22,0.4,15,8,111,49,35,—,绍兴中专,绍兴市
3409A,2024-11-06T1300,120.4906,30.0861,13,33,0.5,16,8,98,61,33,—,柯桥区政府,绍兴市
3410A,2024-11-06T1300,120.8752,30.0249,10,18,0.1,17,9,103,47,33,—,重华小学,绍兴市
3411A,2024-11-06T1300,120.8369,30.0137,8,15,0.5,4,6,103,45,33,—,上虞中学,绍兴市
3560A,2024-11-06T1300,120.4722,30.0415,17,29,0.6,14,6,100,52,32,—,柯桥妇保,绍兴市
3658A,2024-11-06T1300,120.6153,30.0764,18,30,0.7,17,10,106,63,34,—,袍江中学,绍兴市
1356A,2024-11-06T1300,114.1063,22.5545,38,59,0.7,15,5,156,116,55,颗粒物(PM10),通心岭子站,深圳市
1357A,2024-11-06T1300,114.117,22.5625,37,61,0.6,18,6,153,98,56,颗粒物(PM10),洪湖,深圳市
1358A,2024-11-06T1300,113.987,22.5417,49,54,0.8,14,6,152,110,68,细颗粒物(PM2.5),华侨城,深圳市
1359A,2024-11-06T1300,113.9181,22.5171,35,75,0.7,21,7,159,107,63,颗粒物(PM10),南海子站,深圳市
1360A,2024-11-06T1300,114.2458,22.5689,41,57,0.9,14,9,131,103,58,细颗粒物(PM2.5),盐田,深圳市
1361A,2024-11-06T1300,114.2283,22.7244,37,53,0.7,13,8,153,122,53,细颗粒物(PM2.5),龙岗,深圳市
1363A,2024-11-06T1300,114.494,22.5422,28,43,0.7,11,8,151,116,48,—,南澳,深圳市
1364A,2024-11-06T1300,114.41,22.6342,34,53,0.7,13,6,147,118,52,颗粒物(PM10),葵涌,深圳市
1365A,2024-11-06T1300,114.297,22.5978,39,64,0.7,13,8,160,123,57,颗粒物(PM10),梅沙,深圳市
1366A,2024-11-06T1300,114.0678,22.738,35,76,0.7,15,6,154,105,63,颗粒物(PM10),观澜,深圳市
3305A,2024-11-06T1300,114.0731,22.559,33,47,0.7,17,8,147,106,48,—,莲花,深圳市
3306A,2024-11-06T1300,114.0261,22.6198,38,55,0.7,13,6,157,112,54,细颗粒物(PM2.5),民治,深圳市
3307A,2024-11-06T1300,114.1871,22.6451,39,54,0.6,15,7,157,113,55,细颗粒物(PM2.5),横岗,深圳市
3447A,2024-11-06T1300,114.3551,22.7151,41,59,—,12,6,145,122,—,—,坪山,深圳市
3623A,2024-11-06T1300,113.8953,22.5861,39,68,0.7,23,7,181,118,77,臭氧1小时,西乡,深圳市
1098A,2024-11-06T1300,123.6836,41.9339,—,—,—,—,—,—,—,—,—,森林路,沈阳市
1099A,2024-11-06T1300,123.505,41.7406,21,28,0.5,20,9,58,32,30,—,浑南东路,沈阳市
1100A,2024-11-06T1300,123.4231,41.6989,15,26,0.6,24,10,50,28,26,—,新秀街,沈阳市
1102A,2024-11-06T1300,123.5903,41.8411,13,—,0.4,11,7,62,34,20,—,东陵路,沈阳市
1103A,2024-11-06T1300,123.4264,41.8467,19,37,0.8,36,12,43,23,37,—,陵东街,沈阳市
1104A,2024-11-06T1300,123.4114,41.7653,27,42,0.9,34,23,41,29,42,—,文化路,沈阳市
1105A,2024-11-06T1300,123.4678,41.7867,15,24,0.7,19,10,56,32,24,—,小河沿,沈阳市
1106A,2024-11-06T1300,123.4017,41.7972,29,38,1.2,37,23,38,22,42,—,太原街,沈阳市
1108A,2024-11-06T1300,123.3783,41.9228,18,45,—,25,15,44,18,—,—,京沈街,沈阳市
2897A,2024-11-06T1300,123.2444,41.7347,19,32,0.6,27,10,48,24,32,—,沈辽西路,沈阳市
2900A,2024-11-06T1300,123.5953,41.9086,19,—,0.5,19,9,59,38,28,—,裕农路,沈阳市
2428A,2024-11-06T1300,111.0419,32.395,22,42,0.6,17,10,106,89,42,—,武当山,十堰市
2429A,2024-11-06T1300,110.78,32.6494,59,60,0.6,21,10,87,41,80,细颗粒物(PM2.5),滨河新村,十堰市
2430A,2024-11-06T1300,110.7258,32.6389,50,94,0.6,20,8,98,45,72,颗粒物(PM10),刘家沟,十堰市
2431A,2024-11-06T1300,110.8839,32.5714,54,57,0.6,19,11,106,47,74,细颗粒物(PM2.5),铁二处,十堰市
3545A,2024-11-06T1300,110.8054,32.8401,34,—,0.6,15,8,105,59,49,—,郧阳区金沙路,十堰市
2709A,2024-11-06T1300,86.0497,44.2967,43,91,0.9,35,14,48,40,71,颗粒物(PM10),艾青诗歌馆,石河子市
3442A,2024-11-06T1300,86.047,44.2331,—,—,0.7,—,11,—,58,—,—,南区管委会,石河子市
4051A,2024-11-06T1300,86.0791,44.3017,43,87,0.5,22,11,71,42,69,颗粒物(PM10),世纪广场,石河子市
1029A,2024-11-06T1300,114.4422,38.0444,25,62,—,33,—,39,15,—,—,职工医院,石家庄市
1030A,2024-11-06T1300,114.6063,38.0266,43,60,0.9,44,8,42,18,60,细颗粒物(PM2.5),高新区,石家庄市
1031A,2024-11-06T1300,114.4898,38.1328,53,85,1.0,48,8,47,18,73,细颗粒物(PM2.5),西北水源,石家庄市
1032A,2024-11-06T1300,114.4586,38.0058,39,42,0.8,34,9,46,18,55,细颗粒物(PM2.5),西南高教,石家庄市
1033A,2024-11-06T1300,114.5331,38.0178,28,63,1.0,40,11,42,17,57,颗粒物(PM10),世纪公园,石家庄市
1034A,2024-11-06T1300,114.509,38.0457,43,94,0.9,44,9,45,18,72,颗粒物(PM10),人民会堂,石家庄市
1035A,2024-11-06T1300,114.3524,37.8911,29,63,1.3,33,13,48,73,57,颗粒物(PM10),封龙山,石家庄市
2862A,2024-11-06T1300,114.5481,38.0378,42,84,1.1,49,11,44,18,67,颗粒物(PM10),22中南校区,石家庄市
3456A,2024-11-06T1300,114.289,38.0906,32,76,0.8,38,8,38,14,63,颗粒物(PM10),鹿泉一中,石家庄市
3573A,2024-11-06T1300,114.8506765,38.0322033,69,121,1.6,54,27,44,14,93,细颗粒物(PM2.5),藁城区实验学校,石家庄市
3574A,2024-11-06T1300,114.0504658,38.0591645,25,65,0.9,41,11,38,15,58,颗粒物(PM10),井陉矿区区委大楼,石家庄市
4024A,2024-11-06T1300,114.6549,37.9020,37,67,1.0,42,14,39,15,59,颗粒物(PM10),栾城区星河路,石家庄市
1947A,2024-11-06T1300,106.3394,38.817,—,—,—,—,—,—,—,—,—,沙湖旅游区,石嘴山市
1948A,2024-11-06T1300,106.3668,39.0145,39,67,1.1,28,59,50,30,59,颗粒物(PM10),大武口朝阳西街,石嘴山市
1949A,2024-11-06T1300,106.7704,39.2282,25,39,0.4,25,15,57,28,39,—,惠农南大街,石嘴山市
1950A,2024-11-06T1300,106.7099,39.1325,40,57,0.5,28,17,80,42,57,细颗粒物(PM2.5),红果子镇惠新街,石嘴山市
3520A,2024-11-06T1300,106.3495,38.9836,31,57,0.7,31,52,55,38,54,颗粒物(PM10),妇女儿童医院,石嘴山市
3521A,2024-11-06T1300,106.7492,39.2069,—,53,0.4,17,8,64,29,—,—,石大公路,石嘴山市
2248A,2024-11-06T1300,131.1511,46.6937,13,—,0.6,10,12,51,48,19,—,双合村,双鸭山市
2249A,2024-11-06T1300,131.1652,46.6191,3,14,0.4,7,13,56,45,18,—,南小市,双鸭山市
2250A,2024-11-06T1300,131.1524,46.6554,22,—,0.5,7,8,56,50,32,—,环保局,双鸭山市
2251A,2024-11-06T1300,131.12,46.5656,3,6,0.4,10,16,40,35,13,—,苗圃,双鸭山市
2166A,2024-11-06T1300,112.4397,39.3522,30,66,0.6,30,14,62,25,58,颗粒物(PM10),平朔,朔州市
2167A,2024-11-06T1300,112.4575,39.3617,32,73,0.7,31,19,61,26,62,颗粒物(PM10),朔唯,朔州市
2168A,2024-11-06T1300,112.4258,39.3197,26,68,0.8,25,17,54,24,59,颗粒物(PM10),区政府,朔州市
2169A,2024-11-06T1300,112.4072,39.3278,29,64,0.8,27,19,66,27,57,颗粒物(PM10),市环保局,朔州市
2170A,2024-11-06T1300,112.4272,39.3681,22,77,0.6,29,16,60,19,64,颗粒物(PM10),市二中,朔州市
3571A,2024-11-06T1300,112.2931,39.53,16,92,0.6,26,12,73,26,71,颗粒物(PM10),一水厂,朔州市
2225A,2024-11-06T1300,124.4002,43.1713,8,20,0.1,9,4,59,37,20,—,一商场,四平市
2226A,2024-11-06T1300,124.388,43.193,13,15,0.1,4,2,63,34,20,—,境园,四平市
3486A,2024-11-06T1300,124.4036,43.1411,17,22,0.1,9,3,62,31,25,—,植物园,四平市
3713A,2024-11-06T1300,124.3419,43.1666,8,12,0.2,5,4,58,30,19,—,世纪城,四平市
2233A,2024-11-06T1300,124.8006,45.1214,15,19,—,5,3,57,35,—,—,江南,松原市
