stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant,positionname,area
1270A,2024-11-06T1300,117.1959,31.7848,—,—,0.5,26,—,—,48,—,—,明珠广场,合肥市
1271A,2024-11-06T1300,117.3072,31.8764,17,48,0.5,22,6,81,43,48,—,三里街,合肥市
1272A,2024-11-06T1300,117.2588,31.8707,29,51,0.7,20,10,93,63,51,颗粒物(PM10),琥珀山庄,合肥市
1273A,2024-11-06T1300,117.1604,31.9052,22,68,0.4,21,5,77,46,59,颗粒物(PM10),董铺水库,合肥市
1274A,2024-11-06T1300,117.25,31.8571,26,46,0.6,22,10,88,60,46,—,长江中路,合肥市
1275A,2024-11-06T1300,117.266,31.9436,17,46,0.7,12,4,96,55,46,—,庐阳区,合肥市
1276A,2024-11-06T1300,117.336,31.8586,21,46,0.3,20,6,86,51,46,—,瑶海区,合肥市
1277A,2024-11-06T1300,117.3027,31.7964,22,56,0.5,22,7,85,40,53,颗粒物(PM10),包河区,合肥市
1278A,2024-11-06T1300,117.2776,31.7385,19,51,0.6,14,7,87,51,51,颗粒物(PM10),滨湖新区,合肥市
1279A,2024-11-06T1300,117.1318,31.8403,21,48,0.6,19,2,84,56,48,—,高新区,合肥市
3464A,2024-11-06T1300,117.3803,31.9147,20,40,0.4,14,8,94,47,40,—,高教基地,合肥市
3614A,2024-11-06T1300,79.924,37.0877,31,132,0.7,9,8,84,61,91,颗粒物(PM10),地区环保局,和田地区
3615A,2024-11-06T1300,79.9131,37.113,59,143,0.4,16,10,82,38,97,颗粒物(PM10),市环保局,和田地区
2516A,2024-11-06T1300,108.2011,24.715,39,64,0.7,8,6,130,74,57,颗粒物(PM10),东仁乐园,河池市
2517A,2024-11-06T1300,108.0497,24.6947,43,86,0.6,11,10,144,72,68,颗粒物(PM10),市环保站,河池市
2518A,2024-11-06T1300,108.0983,24.6989,43,79,0.7,14,8,132,66,65,颗粒物(PM10),市疾控中心,河池市
1696A,2024-11-06T1300,114.6778,23.7569,32,41,0.7,9,7,120,111,46,—,源西,河源市
1697A,2024-11-06T1300,114.6944,23.7586,32,54,0.7,13,4,131,122,52,颗粒物(PM10),东埔,河源市
1698A,2024-11-06T1300,114.6892,23.7233,34,51,0.7,9,4,130,120,51,颗粒物(PM10),老城,河源市
1718A,2024-11-06T1300,115.4208,35.2464,38,74,0.5,19,7,104,53,62,颗粒物(PM10),气象局,菏泽市
1719A,2024-11-06T1300,115.4747,35.2375,41,67,0.5,23,10,96,52,59,颗粒物(PM10),市政协,菏泽市
3374A,2024-11-06T1300,115.5564,35.0891,34,63,0.2,23,10,85,42,57,颗粒物(PM10),定陶老年大学,菏泽市
3647A,2024-11-06T1300,115.4702,35.2706,39,77,0.4,27,13,100,56,64,颗粒物(PM10),菏泽医专,菏泽市
2514A,2024-11-06T1300,111.5264,24.4172,62,75,0.8,13,7,152,107,84,细颗粒物(PM2.5),环保小区,贺州市
2515A,2024-11-06T1300,111.5608,24.4078,48,67,0.8,11,9,155,102,67,细颗粒物(PM2.5),政协大楼,贺州市
3534A,2024-11-06T1300,111.4744,24.4553,60,84,0.7,13,8,143,104,82,细颗粒物(PM2.5),西湾,贺州市
2385A,2024-11-06T1300,114.17,35.9019,47,95,0.5,30,11,80,26,73,颗粒物(PM10),市监测站,鹤壁市
2386A,2024-11-06T1300,114.2956,35.7511,34,92,0.6,23,13,84,28,71,颗粒物(PM10),市交警支队,鹤壁市
2387A,2024-11-06T1300,114.2878,35.7306,38,126,0.6,19,7,87,31,88,颗粒物(PM10),迎宾馆,鹤壁市
3474A,2024-11-06T1300,114.2617,35.6822,60,81,0.5,24,8,79,28,82,细颗粒物(PM2.5),大新区,鹤壁市
3596A,2024-11-06T1300,114.1572,35.9603,53,84,0.6,19,12,89,42,73,细颗粒物(PM2.5),南山宾馆,鹤壁市
2244A,2024-11-06T1300,130.2537,47.3416,8,—,0.4,2,12,60,50,19,—,哈啤分公司,鹤岗市
2245A,2024-11-06T1300,130.2684,47.3086,10,—,0.2,5,11,58,50,19,—,斯达机电,鹤岗市
2246A,2024-11-06T1300,130.3114,47.3388,25,—,0.2,2,11,59,51,36,—,东山纸板厂,鹤岗市
2247A,2024-11-06T1300,130.1097,47.3382,6,7,0.5,4,8,68,63,22,—,五号水库,鹤岗市
2263A,2024-11-06T1300,127.4833,50.2524,9,18,0.3,4,7,52,42,18,—,交通局,黑河市
2264A,2024-11-06T1300,127.5144,50.2341,17,46,0.3,—,4,52,49,—,—,环保局,黑河市
2265A,2024-11-06T1300,127.5291,50.2472,16,43,0.5,12,8,41,37,43,—,大黑河岛,黑河市
1074A,2024-11-06T1300,115.6838,37.7541,22,65,0.4,19,16,91,46,58,颗粒物(PM10),电机北厂,衡水市
1075A,2024-11-06T1300,115.6303,37.7316,20,70,0.4,29,16,90,45,60,颗粒物(PM10),市监测站,衡水市
3188A,2024-11-06T1300,115.6683,37.7217,29,53,0.4,—,20,88,38,—,—,市城管局,衡水市
3459A,2024-11-06T1300,115.5989,37.5491,35,52,0.5,19,9,94,36,51,颗粒物(PM10),地表水厂,衡水市
2456A,2024-11-06T1300,112.5003,26.9167,33,44,0.5,8,9,101,68,48,—,原169医院,衡阳市
2457A,2024-11-06T1300,112.6194,26.9258,44,60,0.7,5,—,134,74,—,—,衡阳化工总厂,衡阳市
2458A,2024-11-06T1300,112.6211,26.8956,40,52,0.8,16,9,134,83,57,细颗粒物(PM2.5),珠晖区环保局,衡阳市
2459A,2024-11-06T1300,112.6197,26.8733,26,67,0.8,12,—,136,94,—,—,市委党校,衡阳市
2460A,2024-11-06T1300,112.6006,26.8919,39,69,0.8,12,11,138,95,60,颗粒物(PM10),市监测站,衡阳市
2461A,2024-11-06T1300,112.5664,26.9056,44,55,0.8,13,8,137,83,62,细颗粒物(PM2.5),真空机电公司,衡阳市
3399A,2024-11-06T1300,112.6703,26.882,32,54,0.8,14,11,141,97,52,颗粒物(PM10),师范学院,衡阳市
2608A,2024-11-06T1300,103.3772,23.3993,—,—,0.6,11,5,69,55,—,—,污水处理厂,红河哈尼族彝族自治州
2609A,2024-11-06T1300,103.3861,23.35,41,53,0.5,8,5,79,66,58,细颗粒物(PM2.5),监测站,红河哈尼族彝族自治州
3038A,2024-11-06T1300,103.3758,23.368,28,45,0.6,6,8,74,59,45,—,州图书馆,红河哈尼族彝族自治州
1090A,2024-11-06T1300,111.6507,40.7517,22,39,0.6,33,15,62,32,39,—,呼市一监,呼和浩特市
1091A,2024-11-06T1300,111.6572,40.8033,23,48,0.5,33,15,58,27,48,—,小召,呼和浩特市
1094A,2024-11-06T1300,111.7516,40.8369,20,49,0.6,27,12,59,24,49,—,如意水处理厂,呼和浩特市
1095A,2024-11-06T1300,111.7276,40.8062,21,32,0.7,28,13,60,28,32,—,二十九中,呼和浩特市
1096A,2024-11-06T1300,111.5512,40.7866,27,43,0.6,32,15,57,21,43,—,工大金川校区,呼和浩特市
1097A,2024-11-06T1300,111.717,40.7612,21,54,0.6,38,19,58,32,52,颗粒物(PM10),化肥厂生活区,呼和浩特市
3698A,2024-11-06T1300,111.5968,40.8178,24,58,0.6,35,13,53,20,54,颗粒物(PM10),红旗小学,呼和浩特市
3699A,2024-11-06T1300,111.6518,40.8389,23,44,0.7,33,12,57,23,44,—,海东办,呼和浩特市
2192A,2024-11-06T1300,119.7594,49.2261,8,24,0.3,11,5,46,27,24,—,区环保局,呼伦贝尔市
3061A,2024-11-06T1300,119.7512,49.1577,7,15,0.2,4,6,56,34,18,—,国华电力东,呼伦贝尔市
1250A,2024-11-06T1300,120.0751,30.8669,12,23,0.5,15,8,100,56,32,—,城西水厂,湖州市
2873A,2024-11-06T1300,120.0875,30.8955,12,24,0.5,17,8,101,61,32,—,仁皇山新区,湖州市
2907A,2024-11-06T1300,120.1844,30.8596,19,30,0.6,14,8,91,67,30,—,吴兴区站,湖州市
3562A,2024-11-06T1300,120.4148,30.8538,12,19,0.3,18,4,87,62,28,—,南浔区站,湖州市
1607A,2024-11-06T1300,120.9092,40.7136,16,29,0.4,7,12,71,32,29,—,龙港区,葫芦岛市
1608A,2024-11-06T1300,120.8392,40.7514,12,31,0.1,14,28,59,27,31,—,化工街,葫芦岛市
1609A,2024-11-06T1300,120.8341,40.7073,21,33,0.4,12,19,64,30,33,—,新区,葫芦岛市
1610A,2024-11-06T1300,120.8695,40.7677,24,57,0.5,14,22,63,28,54,颗粒物(PM10),东城区,葫芦岛市
2482A,2024-11-06T1300,109.5981,27.5721,40,58,1.0,13,13,123,100,57,细颗粒物(PM2.5),林科所,怀化市
2483A,2024-11-06T1300,109.9453,27.5444,37,54,0.7,15,15,121,86,53,细颗粒物(PM2.5),河西地税局,怀化市
2484A,2024-11-06T1300,109.9781,27.5342,37,62,0.6,9,11,130,98,56,颗粒物(PM10),市四医院,怀化市
2485A,2024-11-06T1300,109.9972,27.5578,36,63,0.6,12,5,129,84,57,颗粒物(PM10),监测楼,怀化市
2486A,2024-11-06T1300,110.0394,27.583,43,60,0.6,11,10,124,74,60,细颗粒物(PM2.5),市委党校,怀化市
1210A,2024-11-06T1300,119.036,33.5981,24,24,0.5,16,6,96,46,35,—,钵池山,淮安市
1211A,2024-11-06T1300,119.007,33.575,25,34,0.4,16,8,96,42,36,—,北京南路,淮安市
1212A,2024-11-06T1300,118.989,33.6067,17,31,0.6,20,10,93,37,31,—,市监测站,淮安市
1213A,2024-11-06T1300,119.135,33.5039,20,37,0.5,20,8,92,42,37,—,楚州区监测站,淮安市
1214A,2024-11-06T1300,119.0186,33.6297,30,—,0.6,30,6,91,38,43,—,淮阴区监测站,淮安市
3426A,2024-11-06T1300,118.8755,33.2894,18,24,0.5,20,6,95,53,30,—,新华书店,淮安市
2282A,2024-11-06T1300,116.8004,33.975,45,75,0.6,18,7,94,43,63,"颗粒物(PM10),细颗粒物(PM2.5)",监测站,淮北市
2283A,2024-11-06T1300,116.8091,33.9007,—,—,0.3,28,9,—,25,—,—,烈山区政府,淮北市
3330A,2024-11-06T1300,116.8873,33.9836,42,71,0.5,18,8,97,41,61,颗粒物(PM10),杜集区检察院,淮北市
4017A,2024-11-06T1300,116.7923,33.9535,39,66,0.5,20,10,98,46,58,颗粒物(PM10),市博物馆,淮北市
2277A,2024-11-06T1300,116.8305,32.7727,35,55,0.4,20,10,97,52,53,颗粒物(PM10),潘集区政府,淮南市
2278A,2024-11-06T1300,117.0067,32.6524,43,60,0.5,14,12,101,64,60,细颗粒物(PM2.5),师范学院,淮南市
2279A,2024-11-06T1300,116.8569,32.5951,23,43,0.5,16,10,94,51,43,—,谢家集区政府,淮南市
2280A,2024-11-06T1300,116.8281,32.633,30,56,0.4,12,11,103,58,53,颗粒物(PM10),八公山区政府,淮南市
2281A,2024-11-06T1300,116.6325,32.6201,30,38,0.1,15,6,75,40,43,—,焦岗湖风景区管理处,淮南市
2894A,2024-11-06T1300,117.0566,32.6531,33,53,0.4,10,8,101,56,52,颗粒物(PM10),经济技术开发区消防队,淮南市
3329A,2024-11-06T1300,117.0108,32.5893,14,40,0.3,14,4,99,69,40,—,山南新区,淮南市
2446A,2024-11-06T1300,114.9028,30.4742,25,60,0.6,17,14,122,80,55,颗粒物(PM10),职工中心,黄冈市
2929A,2024-11-06T1300,114.8858,30.4519,27,52,0.6,21,14,121,86,51,颗粒物(PM10),红卫路,黄冈市
3398A,2024-11-06T1300,114.9136,30.4445,23,66,0.7,15,15,126,88,58,颗粒物(PM10),市林业局,黄冈市
2672A,2024-11-06T1300,102.0199,35.5102,—,—,—,—,—,—,69,—,—,同仁县隆务镇,黄南藏族自治州
2295A,2024-11-06T1300,118.2903,29.6963,15,37,0.2,6,8,114,53,37,—,延安路89号,黄山市
2296A,2024-11-06T1300,118.327,29.7178,3,43,0.2,9,6,109,60,43,—,黄山东路89号,黄山市
2297A,2024-11-06T1300,118.1371,30.2756,14,28,0.3,9,9,106,43,34,—,黄山区政府5号楼,黄山市
2423A,2024-11-06T1300,115.0601,30.2313,17,53,0.8,19,27,125,76,52,颗粒物(PM10),沈家营,黄石市
2424A,2024-11-06T1300,115.0817,30.2006,20,53,0.5,11,12,139,87,52,颗粒物(PM10),陈家湾,黄石市
2426A,2024-11-06T1300,114.8988,30.2019,18,45,0.8,9,9,143,99,45,—,铁山,黄石市
2427A,2024-11-06T1300,115.0307,30.2092,13,52,0.7,18,17,126,87,51,颗粒物(PM10),团城山,黄石市
3149A,2024-11-06T1300,115.0235,30.1578,19,36,0.7,15,9,137,95,43,—,笔架山北路,黄石市
1392A,2024-11-06T1300,114.4183,23.0528,35,49,0.9,6,7,138,115,50,—,河南岸金山湖子站,惠州市
1393A,2024-11-06T1300,114.4053,23.0822,33,51,0.9,9,7,138,121,51,颗粒物(PM10),下埔横江三路子站,惠州市
1394A,2024-11-06T1300,114.4103,23.1142,36,48,0.8,9,8,147,125,52,细颗粒物(PM2.5),江北云山西路子站,惠州市
1395A,2024-11-06T1300,114.4645,22.7833,34,55,0.6,8,9,128,107,53,颗粒物(PM10),惠阳区承修路船湖子站,惠州市
1396A,2024-11-06T1300,114.5317,22.7422,36,53,0.6,10,4,138,112,52,"颗粒物(PM10),细颗粒物(PM2.5)",大亚湾管委会子站,惠州市
3314A,2024-11-06T1300,114.4338,22.8134,34,39,0.6,10,8,138,118,49,—,惠阳秋长,惠州市
3452A,2024-11-06T1300,114.6517,22.775,24,57,0.6,8,8,123,106,54,颗粒物(PM10),大亚湾霞涌,惠州市
2240A,2024-11-06T1300,130.9762,45.3001,3,13,0.1,2,6,49,45,16,—,环保局,鸡西市
2243A,2024-11-06T1300,130.9429,45.3039,3,7,0.1,3,4,51,45,16,—,第一中学,鸡西市
3707A,2024-11-06T1300,131.0207,45.3073,3,—,0.3,2,5,56,52,18,—,欧美日汽修厂,鸡西市
3709A,2024-11-06T1300,130.9967,45.3106,3,10,0.2,4,3,50,48,16,—,市政设施管理处,鸡西市
2367A,2024-11-06T1300,114.9754,27.0803,20,52,0.6,20,12,122,82,51,颗粒物(PM10),红声器材厂,吉安市
2368A,2024-11-06T1300,114.9658,27.0999,22,45,0.6,18,—,120,82,—,—,市森林工业局,吉安市
2369A,2024-11-06T1300,114.99,27.1312,21,42,0.5,22,14,124,84,42,—,市环境监测站,吉安市
2370A,2024-11-06T1300,115.0093,27.0968,21,52,0.6,17,12,125,78,51,颗粒物(PM10),青原区法院,吉安市
1772A,2024-11-06T1300,126.54,43.8622,13,24,0.4,8,5,57,35,24,—,哈达湾,吉林市
1773A,2024-11-06T1300,126.5844,43.8358,16,16,0.4,11,5,54,31,23,—,东局子,吉林市
1774A,2024-11-06T1300,126.5052,43.8245,20,22,0.5,6,5,57,29,29,—,电力学院,吉林市
1775A,2024-11-06T1300,126.6133,43.8972,20,33,0.5,13,10,53,28,33,—,江北,吉林市
1776A,2024-11-06T1300,126.555,43.8306,15,18,0.4,6,8,57,34,22,—,江南公园,吉林市
1778A,2024-11-06T1300,126.7061,43.7133,10,10,0.4,3,7,59,44,19,—,丰满,吉林市
2868A,2024-11-06T1300,126.4739,43.953,11,22,0.4,6,6,55,34,22,—,九站,吉林市
1299A,2024-11-06T1300,116.9862,36.6114,3,14,0.6,10,6,98,55,31,—,科干所,济南市
1300A,2024-11-06T1300,116.9376,36.665,3,15,0.5,24,4,86,31,27,—,农科所,济南市
1301A,2024-11-06T1300,117.1265,36.6734,15,34,0.4,29,5,74,40,34,—,开发区,济南市
1303A,2024-11-06T1300,117.0624,36.6868,7,29,0.4,25,3,80,34,29,—,省种子仓库,济南市
1304A,2024-11-06T1300,116.9489,36.6447,3,20,0.4,13,4,96,38,30,—,机床二厂,济南市
1305A,2024-11-06T1300,117.0495,36.663,7,15,0.7,23,4,90,40,29,—,市监测站,济南市
1306A,2024-11-06T1300,116.7675,36.5484,17,20,0.6,22,8,89,54,28,—,长清党校,济南市
1616A,2024-11-06T1300,117.6795,36.229,17,29,1.1,25,11,79,33,29,—,技术学院,济南市
1961A,2024-11-06T1300,117.532,36.6868,3,10,0.9,14,8,82,38,26,—,东山小学,济南市
3059A,2024-11-06T1300,117.7161,36.2049,9,22,0.3,17,8,89,34,28,—,泰兴公司,济南市
3064A,2024-11-06T1300,117.6867,36.2171,12,36,0.7,26,10,83,33,36,—,莱芜战役纪念馆,济南市
3494A,2024-11-06T1300,117.1673,36.9782,3,20,0.3,16,6,69,29,22,—,济阳区政府,济南市
3495A,2024-11-06T1300,117.1171,36.63,3,24,0.3,30,4,82,63,26,—,锦屏中学,济南市
3682A,2024-11-06T1300,116.9814,36.6819,3,17,0.5,14,2,88,33,28,—,济南四建,济南市
1653A,2024-11-06T1300,116.6251,35.4302,19,34,0.6,17,10,93,36,34,—,火炬城,济宁市
1655A,2024-11-06T1300,116.5491,35.4042,24,42,0.6,20,11,90,36,42,—,电化厂,济宁市
3500A,2024-11-06T1300,116.5814,35.3707,27,39,0.6,21,9,90,36,39,—,北湖一中,济宁市
3501A,2024-11-06T1300,116.8249,35.5593,10,62,0.6,26,10,81,33,56,颗粒物(PM10),服务中心,济宁市
3678A,2024-11-06T1300,116.5907,35.4054,24,43,0.7,18,7,90,39,43,—,市第七中学,济宁市
2255A,2024-11-06T1300,130.2751,46.8028,10,14,0.4,5,4,53,40,17,—,佳纺,佳木斯市
2256A,2024-11-06T1300,130.3995,46.8307,3,6,0.4,2,—,—,46,—,—,发电厂,佳木斯市
2257A,2024-11-06T1300,130.3258,46.7975,9,19,0.3,6,8,49,34,19,—,环保局,佳木斯市
2258A,2024-11-06T1300,130.3648,46.8032,11,—,0.3,6,5,52,41,17,—,十一中,佳木斯市
2259A,2024-11-06T1300,130.3794,46.7588,—,—,0.1,—,1,49,45,—,—,四丰,佳木斯市
1252A,2024-11-06T1300,120.7436,30.778,6,17,0,16,8,86,63,27,—,清河小学,嘉兴市
1253A,2024-11-06T1300,120.726,30.7478,7,20,0.4,12,5,85,63,27,—,嘉兴学院,嘉兴市
2872A,2024-11-06T1300,120.7846,30.7525,7,27,0.2,17,6,93,68,30,—,南湖区残联,嘉兴市
3407A,2024-11-06T1300,120.6916,30.7739,9,18,0.3,9,9,91,62,29,—,秀洲住建,嘉兴市
1945A,2024-11-06T1300,98.2908,39.7711,17,48,0.8,27,41,67,53,48,—,气象局,嘉峪关市
2884A,2024-11-06T1300,98.2672,39.7978,9,39,0.7,22,24,75,46,39,—,酒钢宾馆,嘉峪关市
3248A,2024-11-06T1300,98.2643,39.7724,8,38,0.6,—,16,69,49,—,—,雄关区,嘉峪关市
1383A,2024-11-06T1300,113.1064,22.6058,42,73,0.7,19,7,179,127,74,臭氧1小时,北街,江门市
1384A,2024-11-06T1300,113.0731,22.5835,31,102,0.6,20,8,178,123,76,颗粒物(PM10),西区,江门市
1385A,2024-11-06T1300,113.0219,22.5311,45,68,0.5,24,5,173,124,67,臭氧1小时,圭峰西,江门市
1386A,2024-11-06T1300,113.0828,22.5947,45,68,0.6,19,8,178,124,73,臭氧1小时,东湖,江门市
3311A,2024-11-06T1300,113.1075,22.5647,34,66,0.7,22,7,177,125,72,臭氧1小时,江海富民,江门市
3449A,2024-11-06T1300,113.05,22.4667,45,70,0.6,21,6,181,123,77,臭氧1小时,新会银湖,江门市
1828A,2024-11-06T1300,113.227,35.2125,55,92,0.2,26,7,89,42,75,细颗粒物(PM2.5),市环保局,焦作市
1830A,2024-11-06T1300,113.1992,35.2590,47,76,0.8,19,14,99,75,65,细颗粒物(PM2.5),影视城,焦作市
3169A,2024-11-06T1300,113.2725,35.2067,44,71,0.4,22,6,83,32,62,细颗粒物(PM2.5),太极体育中心,焦作市
3335A,2024-11-06T1300,113.3137,35.2641,66,78,0.5,22,23,90,48,89,细颗粒物(PM2.5),马村街道办,焦作市
3336A,2024-11-06T1300,113.2465,35.2373,—,—,—,—,—,—,49,—,—,焦作技师学院,焦作市
3477A,2024-11-06T1300,113.1656,35.2539,46,71,0.4,12,11,94,55,64,细颗粒物(PM2.5),中站许衡医院,焦作市
3981A,2024-11-06T1300,113.2449,35.1803,45,105,0.3,30,3,—,18,—,—,原李万街道办,焦作市
1708A,2024-11-06T1300,116.3701,23.5345,31,69,0.7,15,9,125,88,60,颗粒物(PM10),新兴,揭阳市
1709A,2024-11-06T1300,116.3264,23.5443,28,83,0.7,10,10,124,89,67,颗粒物(PM10),西马,揭阳市
1710A,2024-11-06T1300,116.3611,23.5626,30,66,0.9,11,12,127,86,58,颗粒物(PM10),东兴,揭阳市
1711A,2024-11-06T1300,116.4151,23.5294,32,53,0.6,12,9,125,90,52,颗粒物(PM10),渔湖,揭阳市
3320A,2024-11-06T1300,116.403,23.5699,34,64,0.7,13,14,127,87,57,颗粒物(PM10),曲溪,揭阳市
1944A,2024-11-06T1300,102.1692,38.5167,90,176,0.3,57,284,89,46,119,细颗粒物(PM2.5),天庆家园,金昌市
3170A,2024-11-06T1300,102.1864,38.5253,97,201,0.7,46,182,82,56,128,细颗粒物(PM2.5),市委党校,金昌市
4022A,2024-11-06T1300,102.1647,38.5371,—,—,0.7,—,215,81,47,—,—,金川区人防中心,金昌市
1262A,2024-11-06T1300,119.647,29.077,24,46,0.4,23,5,111,54,46,—,十五中,金华市
1263A,2024-11-06T1300,119.686,29.1029,22,46,0.5,17,5,109,48,46,—,监测站,金华市
3659A,2024-11-06T1300,119.656,29.1131,18,44,0.7,26,6,107,48,44,—,气象局,金华市
1767A,2024-11-06T1300,121.1115,41.0879,20,60,0.4,17,12,56,26,55,颗粒物(PM10),南山,锦州市
1768A,2024-11-06T1300,121.0533,40.8434,24,—,0.5,13,10,61,27,35,—,开发区,锦州市
1769A,2024-11-06T1300,121.1836,41.1119,17,52,0.5,12,11,56,26,51,颗粒物(PM10),百股街道,锦州市
1770A,2024-11-06T1300,121.1178,41.1222,20,43,0.6,16,11,56,27,43,—,天安街道,锦州市
1771A,2024-11-06T1300,121.1303,41.1386,22,62,0.5,18,11,54,27,56,颗粒物(PM10),北湖公园,锦州市
2160A,2024-11-06T1300,112.85,35.5051,29,60,0.7,18,9,115,39,55,颗粒物(PM10),自来水公司,晋城市
2161A,2024-11-06T1300,112.8318,35.4936,36,51,0.5,21,8,112,45,52,细颗粒物(PM2.5),白云商贸,晋城市
2162A,2024-11-06T1300,112.8508,35.4887,31,54,0.6,20,—,112,41,—,—,市环保局,晋城市
2163A,2024-11-06T1300,112.8676,35.4897,19,54,0.6,21,8,113,38,52,颗粒物(PM10),技术学院,晋城市
2165A,2024-11-06T1300,112.8453,35.546,—,—,0.6,—,13,110,49,—,—,白马寺,晋城市
3620A,2024-11-06T1300,112.8271,35.4828,34,57,0.8,17,9,99,40,54,颗粒物(PM10),泽州一中,晋城市
2171A,2024-11-06T1300,112.7532,37.6945,53,90,0.7,37,16,79,39,73,细颗粒物(PM2.5),锦纶小区,晋中市
2173A,2024-11-06T1300,112.7249,37.7067,35,87,0.8,42,14,69,29,69,颗粒物(PM10),南都小区,晋中市
2174A,2024-11-06T1300,112.6991,37.6982,32,85,0.9,38,13,73,31,68,颗粒物(PM10),榆次区政府,晋中市
2865A,2024-11-06T1300,112.7195,37.6828,48,102,1.3,33,17,75,36,76,颗粒物(PM10),榆次三中,晋中市
2439A,2024-11-06T1300,112.2014,31.0481,54,82,0.5,19,15,120,61,74,细颗粒物(PM2.5),竹园小学,荆门市
2440A,2024-11-06T1300,112.1969,30.9891,—,—,—,24,13,127,83,—,—,掇刀,荆门市
2441A,2024-11-06T1300,112.2213,31.0386,57,95,0.5,22,14,125,69,78,细颗粒物(PM2.5),石化一小,荆门市
3012A,2024-11-06T1300,112.1849,31.0362,50,86,0.4,25,11,126,81,69,细颗粒物(PM2.5),西山林语,荆门市
3547A,2024-11-06T1300,112.1632,31.0138,57,90,0.6,24,14,129,76,78,细颗粒物(PM2.5),龙泉中学南校,荆门市
1844A,2024-11-06T1300,112.2494,30.3197,58,—,0.7,28,12,118,67,79,细颗粒物(PM2.5),市图书馆,荆州市
1845A,2024-11-06T1300,112.2008,30.3544,54,71,0.7,—,10,128,59,—,—,市委党校,荆州市
3194A,2024-11-06T1300,112.2747,30.3122,54,62,0.7,26,15,121,62,74,细颗粒物(PM2.5),管委会,荆州市
3548A,2024-11-06T1300,112.1655,30.3364,50,94,0.7,—,12,133,61,—,—,学苑路,荆州市
2342A,2024-11-06T1300,117.3102,29.3867,—,—,—,—,—,—,—,—,—,王港中学,景德镇市
2343A,2024-11-06T1300,117.2117,29.2933,17,30,0.2,6,6,102,74,32,—,老干部活动中心,景德镇市
2344A,2024-11-06T1300,117.1894,29.2789,14,44,0.1,6,7,100,73,44,—,兽医站,景德镇市
2345A,2024-11-06T1300,117.1547,29.2617,11,32,0.4,7,8,94,69,32,—,台达陶瓷,景德镇市
2346A,2024-11-06T1300,117.2461,29.2956,14,24,0.2,4,6,101,54,32,—,陶研所,景德镇市
1803A,2024-11-06T1300,115.9872,29.6815,28,65,0.6,19,9,116,71,58,颗粒物(PM10),十里,九江市
1804A,2024-11-06T1300,115.9584,29.7046,23,48,0.7,16,9,109,71,48,—,茅山头,九江市
1805A,2024-11-06T1300,115.9877,29.7295,19,55,0.4,17,11,119,80,53,颗粒物(PM10),西园,九江市
1806A,2024-11-06T1300,116.0172,29.6547,25,54,0.7,17,12,110,75,52,颗粒物(PM10),五七二七厂,九江市
1808A,2024-11-06T1300,115.9114,29.6038,34,48,0.6,18,20,118,74,49,—,综合工业园,九江市
1809A,2024-11-06T1300,116.0721,29.7535,29,54,0.7,20,11,111,71,52,颗粒物(PM10),石化总厂,九江市
1810A,2024-11-06T1300,115.9773,29.5698,16,23,1.5,4,7,127,117,40,—,庐山气象台,九江市
3190A,2024-11-06T1300,116.0254,29.6994,21,45,0.5,17,12,108,69,45,—,外国语学校,九江市
2658A,2024-11-06T1300,98.5061,39.7443,31,95,0.7,27,38,74,46,73,颗粒物(PM10),仓门街子站,酒泉市
2659A,2024-11-06T1300,98.4989,39.7256,38,132,0.9,47,43,60,45,91,颗粒物(PM10),油田生活基地,酒泉市
2698A,2024-11-06T1300,76.0072,39.4467,48,205,1.1,54,13,41,10,128,颗粒物(PM10),巡警大队,喀什地区
2699A,2024-11-06T1300,75.9755,39.4694,—,—,0.9,—,6,42,10,—,—,吾办,喀什地区
4027A,2024-11-06T1300,75.9483,39.4689,55,279,1.2,55,6,44,16,165,颗粒物(PM10),老干局,喀什地区
1824A,2024-11-06T1300,114.3389,34.7781,60,67,0.5,22,7,103,40,82,细颗粒物(PM2.5),肿瘤医院,开封市
1826A,2024-11-06T1300,114.2885,34.7965,63,65,0.4,20,4,107,52,85,细颗粒物(PM2.5),世纪星幼儿园,开封市
3147A,2024-11-06T1300,114.3438,34.8106,65,74,0.6,18,5,109,44,88,细颗粒物(PM2.5),龙亭公园,开封市
3210A,2024-11-06T1300,114.3644,34.7964,62,76,0.4,18,7,105,46,84,细颗粒物(PM2.5),汴京公园,开封市
3473A,2024-11-06T1300,114.2485,34.8306,59,87,0.4,20,7,107,50,80,细颗粒物(PM2.5),技师学院,开封市
3592A,2024-11-06T1300,114.4644,34.7556,66,102,0.5,24,6,103,40,89,细颗粒物(PM2.5),祥符区生态环境局,开封市
1951A,2024-11-06T1300,84.895,45.6094,12,73,0.6,30,8,16,21,62,颗粒物(PM10),长征新村,克拉玛依市
1952A,2024-11-06T1300,84.8988,45.5893,24,64,0.7,34,3,18,9,57,颗粒物(PM10),南林小区,克拉玛依市
1954A,2024-11-06T1300,84.905,44.3396,27,54,0.6,20,35,66,81,52,颗粒物(PM10),独山子区,克拉玛依市
1955A,2024-11-06T1300,85.6979,46.098,12,34,0.5,19,4,39,20,34,—,乌尔禾区商贸楼,克拉玛依市
