area,positionname,stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
玉林市,南江一中,2511A,2024-11-06T1400,110.1433,22.6164,40,68,0.5,11,2,145,108,59,颗粒物(PM10)
玉林市,玉林师范学院东校区,3532A,2024-11-06T1400,110.1945,22.6831,49,58,0.6,13,6,149,118,68,细颗粒物(PM2.5)
玉林市,福绵环保局,3533A,2024-11-06T1400,110.0527,22.5893,39,45,0.6,10,7,149,112,55,细颗粒物(PM2.5)
玉树藏族自治州,玉树县结古镇,2675A,2024-11-06T1400,97,33.0014,7,14,0.7,2,7,86,56,27,—
玉溪市,东风水库,1715A,2024-11-06T1400,102.575,24.3711,33,44,0.8,22,10,65,44,48,—
玉溪市,玉溪一中,2882A,2024-11-06T1400,102.5389,24.3703,29,40,0.7,21,10,73,35,42,—
玉溪市,文体中心,2883A,2024-11-06T1400,102.5381,24.3389,37,42,0.9,23,7,70,37,53,细颗粒物(PM2.5)
岳阳市,南湖风景区,1847A,2024-11-06T1400,113.1094,29.3578,33,60,0.6,18,13,153,89,55,颗粒物(PM10)
岳阳市,城陵矶,1848A,2024-11-06T1400,113.1493,29.4251,32,62,0.6,27,12,134,75,56,颗粒物(PM10)
岳阳市,开发区,1849A,2024-11-06T1400,113.1497,29.3575,33,64,0.6,21,13,145,84,57,颗粒物(PM10)
岳阳市,云溪区,1850A,2024-11-06T1400,113.2621,29.4758,27,47,0.4,15,6,140,87,47,—
岳阳市,君山区,1851A,2024-11-06T1400,112.9943,29.4402,35,70,0.6,16,9,143,81,60,颗粒物(PM10)
岳阳市,金凤水库,1852A,2024-11-06T1400,113.2117,29.355,27,58,0.7,15,9,153,96,54,颗粒物(PM10)
云浮市,新市府,1712A,2024-11-06T1400,112.0392,22.9169,34,—,0.6,8,9,138,104,49,—
云浮市,牧羊,1714A,2024-11-06T1400,112.0539,22.9539,30,60,0.6,12,10,138,115,55,颗粒物(PM10)
云浮市,文笔,3628A,2024-11-06T1400,112.0336,22.9374,33,48,0.6,9,12,144,113,48,—
运城市,运城中学,2175A,2024-11-06T1400,110.9956,35.0147,60,112,1.1,18,17,97,47,82,细颗粒物(PM2.5)
运城市,地区技校,2178A,2024-11-06T1400,110.9686,35.0303,56,101,0.9,20,14,103,51,77,细颗粒物(PM2.5)
运城市,空港新区,2179A,2024-11-06T1400,111.0414,35.1147,39,89,0.6,14,15,108,58,70,颗粒物(PM10)
运城市,水利职院,3667A,2024-11-06T1400,111.0283,35.0547,52,97,0.8,17,15,101,44,74,颗粒物(PM10)
运城市,禹都公园,3670A,2024-11-06T1400,111.0522,35.0439,72,101,1.0,19,14,101,53,97,细颗粒物(PM2.5)
枣庄市,市中区政府,1637A,2024-11-06T1400,117.558,34.8438,41,—,0.8,—,9,—,50,—,—
枣庄市,薛城环保局,1638A,2024-11-06T1400,117.2852,34.7837,30,54,0.4,25,6,98,55,52,颗粒物(PM10)
枣庄市,峄城区政府,1639A,2024-11-06T1400,117.5852,34.7745,25,56,0.8,29,11,94,52,53,颗粒物(PM10)
枣庄市,台儿庄区环保局,1640A,2024-11-06T1400,117.7276,34.5578,29,56,0.7,24,7,102,52,53,颗粒物(PM10)
枣庄市,山亭区环保局,1641A,2024-11-06T1400,117.4518,35.0992,20,31,0.5,21,8,102,67,32,—
枣庄市,市环保局,3364A,2024-11-06T1400,117.3152,34.8103,24,54,0.3,25,4,98,64,52,颗粒物(PM10)
湛江市,湛江影剧院,1680A,2024-11-06T1400,110.3539,21.2706,30,51,0.8,11,12,137,102,51,颗粒物(PM10)
湛江市,市环境监测站,1681A,2024-11-06T1400,110.3928,21.2228,35,48,0.7,10,12,133,98,50,—
湛江市,环保局宿舍,1682A,2024-11-06T1400,110.4019,21.1997,31,42,0.7,11,12,131,99,45,—
湛江市,霞山游泳场,1683A,2024-11-06T1400,110.4111,21.2028,31,44,0.7,10,10,129,101,45,—
湛江市,麻章区环保局,1684A,2024-11-06T1400,110.3316,21.2679,37,48,0.8,10,12,133,92,53,细颗粒物(PM2.5)
湛江市,坡头区环保局,1685A,2024-11-06T1400,110.4558,21.2567,32,48,0.7,10,15,136,101,48,—
张家界市,永定新区,1858A,2024-11-06T1400,110.5319,29.1217,50,69,0.2,17,8,150,84,69,细颗粒物(PM2.5)
张家界市,电业局,1859A,2024-11-06T1400,110.4697,29.1242,39,57,0.4,12,6,139,65,55,细颗粒物(PM2.5)
张家界市,未央路,1860A,2024-11-06T1400,110.5594,29.3547,51,72,0.3,9,7,142,84,70,细颗粒物(PM2.5)
张家界市,袁家界,1861A,2024-11-06T1400,110.4417,29.315,29,37,0.6,18,8,131,120,42,—
张家口市,人民公园,1057A,2024-11-06T1400,114.8883,40.8336,18,28,0.3,22,3,64,50,28,—
张家口市,五金库,1059A,2024-11-06T1400,114.8687,40.8042,9,33,0.4,21,5,60,47,33,—
张家口市,世纪豪园,1060A,2024-11-06T1400,114.8902,40.762,9,24,0.2,15,6,73,49,24,—
张家口市,北泵房,1061A,2024-11-06T1400,114.8916,40.8661,3,33,0.6,15,8,74,57,33,—
张家口市,烟厂,3131A,2024-11-06T1400,114.879,40.7993,3,30,0.3,13,5,61,48,30,—
张家口市,青少年活动中心,3323A,2024-11-06T1400,115.2773,40.9724,7,10,0.0,7,6,90,56,29,—
张掖市,润泉湖,2654A,2024-11-06T1400,100.4698,38.9524,23,56,0.5,12,12,74,41,53,颗粒物(PM10)
张掖市,区工会,2655A,2024-11-06T1400,100.4154,38.9422,34,81,0.4,12,12,80,41,66,颗粒物(PM10)
漳州市,九湖,2075A,2024-11-06T1400,117.6336,24.4674,—,—,—,—,—,—,—,—,—
漳州市,蓝田镇,2920A,2024-11-06T1400,117.7116,24.506,20,40,0.5,6,3,114,75,40,—
漳州市,漳州党校,3216A,2024-11-06T1400,114.6622,24.5183,22,38,0.4,7,2,111,77,38,—
漳州市,西洋坪路,3530A,2024-11-06T1400,117.6296,24.5314,21,26,0.3,6,2,113,63,36,—
昭通市,监测站,2596A,2024-11-06T1400,103.7667,27.3736,33,44,0.5,10,7,67,33,48,—
昭通市,环保局,2597A,2024-11-06T1400,103.7225,27.3361,23,36,0.6,18,8,58,30,36,—
肇庆市,睦岗子站,1397A,2024-11-06T1400,112.4267,23.0706,31,48,0.4,14,12,159,119,50,—
肇庆市,城中子站,1398A,2024-11-06T1400,112.4645,23.0475,30,41,0.6,10,9,154,128,49,—
肇庆市,坑口子站,1399A,2024-11-06T1400,112.5544,23.1522,31,44,0.6,12,5,154,120,49,—
肇庆市,七星岩子站,1400A,2024-11-06T1400,112.4753,23.1,31,48,0.6,15,7,154,128,49,—
肇庆市,高要湖西,3313A,2024-11-06T1400,112.4575,23.0166,27,47,0.6,11,5,154,131,49,—
肇庆市,鼎湖凤凰,3451A,2024-11-06T1400,112.5617,23.2083,30,39,0.7,10,9,152,129,48,—
镇江市,新区办事处,1203A,2024-11-06T1400,119.6707,32.1875,12,24,0.2,13,4,102,66,32,—
镇江市,职教中心,1204A,2024-11-06T1400,119.4974,32.1968,15,25,0.3,12,7,102,64,32,—
镇江市,丹徒区监测站,1205A,2024-11-06T1400,119.4303,32.1328,17,34,0.4,12,8,97,64,34,—
镇江市,市疾控中心,2870A,2024-11-06T1400,119.4424,32.1873,14,—,0.2,14,4,106,62,34,—
镇江市,富润路1号,3287A,2024-11-06T1400,119.3842,32.1976,15,28,0.2,11,7,105,66,33,—
郑州市,烟厂,1316A,2024-11-06T1400,113.69031,34.76122,70,79,0.5,19,7,109,51,94,细颗粒物(PM2.5)
郑州市,郑纺机,1317A,2024-11-06T1400,113.65724,34.77134,74,80,0.7,24,9,108,49,99,细颗粒物(PM2.5)
郑州市,银行学校,1318A,2024-11-06T1400,113.67526,34.80246,64,72,0.6,21,8,110,46,87,细颗粒物(PM2.5)
郑州市,供水公司,1319A,2024-11-06T1400,113.56746,34.81334,66,78,0.8,18,9,108,41,89,细颗粒物(PM2.5)
郑州市,经开区管委,1320A,2024-11-06T1400,113.7329,34.7178,73,80,0.5,17,10,108,46,98,细颗粒物(PM2.5)
郑州市,四十七中,1321A,2024-11-06T1400,113.73961,34.77172,67,67,0.4,22,—,101,42,—,—
郑州市,市监测站,1322A,2024-11-06T1400,113.60532,34.74838,58,90,0.5,22,8,104,45,79,细颗粒物(PM2.5)
郑州市,河医大,1323A,2024-11-06T1400,113.64164,34.7525,66,99,0.5,25,9,106,50,89,细颗粒物(PM2.5)
郑州市,岗李水库,1324A,2024-11-06T1400,113.51488,34.91089,—,—,—,—,—,—,—,—,—
郑州市,惠济区政府,3471A,2024-11-06T1400,113.616563,34.86783,71,94,0.5,14,10,111,38,95,细颗粒物(PM2.5)
郑州市,北区建设指挥部,3590A,2024-11-06T1400,113.8374,34.5589,66,67,0.5,27,10,114,57,89,细颗粒物(PM2.5)
郑州市,上街区政府,3591A,2024-11-06T1400,113.30952,34.803229,70,100,0.5,23,8,96,30,94,细颗粒物(PM2.5)
中山市,华柏园,1379A,2024-11-06T1400,113.3769,22.5211,40,58,0.5,24,8,200,125,100,臭氧1小时
中山市,张溪,1380A,2024-11-06T1400,113.3881,22.5497,38,63,0.6,22,8,207,130,104,臭氧1小时
中山市,紫马岭,1381A,2024-11-06T1400,113.4075,22.5111,51,78,0.6,21,7,211,127,106,臭氧1小时
中山市,长江旅游区,1382A,2024-11-06T1400,113.4411,22.4853,44,70,0.7,17,6,—,112,—,—
中山市,中山南区,3454A,2024-11-06T1400,113.3528,22.478,68,105,—,14,5,200,124,—,—
中卫市,沙坡头消防站,2680A,2024-11-06T1400,105.0025,37.4635,—,—,—,—,—,—,—,—,—
中卫市,环保局站,2682A,2024-11-06T1400,105.1971,37.5002,44,72,0.4,26,10,65,26,62,细颗粒物(PM2.5)
中卫市,沙坡头区政府站,3650A,2024-11-06T1400,105.1698,37.5162,63,102,0.5,28,10,61,30,85,细颗粒物(PM2.5)
重庆市,缙云山,1414A,2024-11-06T1400,106.3787,29.8279,22,—,0.4,12,—,60,76,—,—
重庆市,天生,1416A,2024-11-06T1400,106.4213,29.8253,22,31,0.6,24,7,50,25,32,—
重庆市,两路,1417A,2024-11-06T1400,106.6263,29.7228,22,37,1.0,44,7,28,34,37,—
重庆市,虎溪,1418A,2024-11-06T1400,106.2953,29.5983,27,39,0.7,41,6,27,22,39,—
重庆市,南坪,1419A,2024-11-06T1400,106.5777,29.5102,28,41,0.6,38,10,25,37,41,—
重庆市,唐家沱,1420A,2024-11-06T1400,106.6556,29.6277,19,32,0.8,30,7,35,19,32,—
重庆市,茶园,1421A,2024-11-06T1400,106.6349,29.4906,28,52,0.8,—,—,19,20,—,—
重庆市,白市驿,1422A,2024-11-06T1400,106.3754,29.4572,26,39,1.0,36,8,27,24,39,—
重庆市,空港,1425A,2024-11-06T1400,106.6205,29.7166,31,34,0.8,42,8,40,43,45,—
重庆市,新山村,1426A,2024-11-06T1400,106.4782,29.4875,32,49,0.9,46,7,32,24,49,—
重庆市,礼嘉,1427A,2024-11-06T1400,106.5616,29.6453,33,—,0.8,45,7,19,21,48,—
重庆市,蔡家,1428A,2024-11-06T1400,106.4522,29.7091,23,32,0.5,35,5,30,20,33,—
重庆市,鱼新街,1429A,2024-11-06T1400,106.5093,29.3917,22,41,0.7,30,11,29,22,41,—
重庆市,歇台子,3014A,2024-11-06T1400,106.4958,29.5346,24,38,0.9,29,8,36,32,38,—
重庆市,龙井湾,3015A,2024-11-06T1400,106.4037,29.5728,22,40,0.9,37,8,39,42,40,—
重庆市,龙洲湾,3016A,2024-11-06T1400,106.5507,29.4153,21,30,0.7,31,12,30,23,30,—
重庆市,上清寺,3133A,2024-11-06T1400,106.5468,29.5654,18,38,0.8,48,6,26,34,38,—
重庆市,安康,3346A,2024-11-06T1400,108.3872,31.1628,24,—,—,7,—,75,31,—,—
重庆市,北山路,3347A,2024-11-06T1400,105.9017,29.3569,24,47,0.7,25,4,51,34,47,—
重庆市,春阳街,3348A,2024-11-06T1400,105.839,30.1946,33,43,—,14,9,35,32,—,—
重庆市,人民东路,3349A,2024-11-06T1400,107.7983,30.6758,26,39,0.5,8,7,86,49,39,—
重庆市,滩子口,3350A,2024-11-06T1400,106.6479,29.0244,39,46,0.8,20,14,30,10,55,细颗粒物(PM2.5)
重庆市,棠香,3351A,2024-11-06T1400,105.7167,29.7076,28,37,0.7,16,6,50,32,40,—
重庆市,桃源西路,3352A,2024-11-06T1400,107.0732,29.8617,29,—,0.5,11,8,43,20,42,—
重庆市,迎宾大道,3353A,2024-11-06T1400,107.3535,29.7287,32,38,0.7,34,5,23,18,46,—
重庆市,舟白,3354A,2024-11-06T1400,108.815,29.5081,34,39,0.4,—,8,119,57,—,—
重庆市,周家坝,3355A,2024-11-06T1400,108.3679,30.8426,32,—,0.5,23,7,60,21,46,—
重庆市,百安坝,3356A,2024-11-06T1400,108.4319,30.7555,27,29,0.4,15,9,75,42,39,—
重庆市,芙蓉中路,3482A,2024-11-06T1400,107.7541,29.3277,26,32,0.6,13,6,95,32,38,—
重庆市,西山,3483A,2024-11-06T1400,108.7661,29.5368,30,35,0.5,8,5,115,54,43,—
重庆市,行政中心,3484A,2024-11-06T1400,106.2628,29.32,29,61,1.0,36,18,30,20,56,颗粒物(PM10)
重庆市,高寺路,3485A,2024-11-06T1400,107.0944,29.1608,32,56,0.6,25,6,74,30,53,颗粒物(PM10)
重庆市,书院路,3599A,2024-11-06T1400,106.2649,29.9851,31,—,0.6,22,18,45,27,45,—
重庆市,虎峰,3600A,2024-11-06T1400,106.2339,29.5559,13,47,0.7,30,9,43,50,47,—
重庆市,龙门街,3601A,2024-11-06T1400,106.0499,29.8342,34,50,0.7,34,8,26,17,50,—
重庆市,昌元,3610A,2024-11-06T1400,105.5933,29.4105,46,70,1.0,25,8,27,15,64,细颗粒物(PM2.5)
舟山市,定海檀枫,1258A,2024-11-06T1400,122.122,30.0203,7,12,0.2,6,8,86,81,27,—
舟山市,临城新区,1260A,2024-11-06T1400,122.19,29.9944,3,12,0.2,7,9,89,84,28,—
舟山市,普陀东港中学,4033A,2024-11-06T1400,122.3123,29.9619,3,12,0.2,9,8,84,85,27,—
周口市,市环境监测站,2067A,2024-11-06T1400,114.6613,33.6128,52,69,0.7,20,10,111,65,72,细颗粒物(PM2.5)
周口市,周口师范,2068A,2024-11-06T1400,114.6758,33.6347,45,68,0.5,19,6,112,63,63,细颗粒物(PM2.5)
周口市,市运管处,2069A,2024-11-06T1400,114.6546,33.5979,—,—,0.5,19,9,110,62,—,—
周口市,川汇区环保局,2070A,2024-11-06T1400,114.6369,33.6406,52,77,0.5,23,10,116,70,72,细颗粒物(PM2.5)
株洲市,天台山庄,1515A,2024-11-06T1400,113.135,27.8244,20,33,0.5,15,6,140,94,44,—
株洲市,株冶医院,1518A,2024-11-06T1400,113.095,27.8867,24,44,0.7,11,8,148,100,47,—
株洲市,市四中,1519A,2024-11-06T1400,113.167,27.8667,24,39,0.3,12,5,133,83,42,—
株洲市,火车站,1520A,2024-11-06T1400,113.143,27.8381,21,32,0.5,10,7,139,91,44,—
株洲市,市监测站,1524A,2024-11-06T1400,113.13,27.8528,26,40,0.6,11,7,141,96,45,—
株洲市,大京风景区,1559A,2024-11-06T1400,113.251,27.8336,—,—,—,—,—,—,—,—,—
株洲市,云田中学,2031A,2024-11-06T1400,113.1817,27.9958,27,43,0.6,13,6,149,99,47,—
珠海市,吉大,1367A,2024-11-06T1400,113.5814,22.2618,42,60,0.7,20,7,212,137,106,臭氧1小时
珠海市,前山,1368A,2024-11-06T1400,113.4881,22.2335,44,62,0.6,19,7,179,112,74,臭氧1小时
珠海市,唐家,1369A,2024-11-06T1400,113.628,22.4251,49,58,0.6,21,6,209,137,105,臭氧1小时
珠海市,斗门,1370A,2024-11-06T1400,113.299,22.2281,41,55,0.6,20,8,196,121,95,臭氧1小时
珠海市,金湾,3308A,2024-11-06T1400,113.3494,22.0569,19,66,0.7,12,7,175,115,69,臭氧1小时
珠海市,横琴,3448A,2024-11-06T1400,113.5433,22.1163,48,65,0.7,23,4,194,127,93,臭氧1小时
驻马店市,市一纸厂,2420A,2024-11-06T1400,114.0189,32.9656,47,74,0.4,18,8,128,64,65,细颗粒物(PM2.5)
驻马店市,市彩印厂,2421A,2024-11-06T1400,114.0114,33.015,49,81,0.6,12,8,134,68,68,细颗粒物(PM2.5)
驻马店市,天方二分厂,2422A,2024-11-06T1400,113.9976,32.9771,49,68,0.5,20,8,127,66,68,细颗粒物(PM2.5)
驻马店市,小管楼,3339A,2024-11-06T1400,114.0012,33.0412,51,83,0.4,17,9,133,61,70,细颗粒物(PM2.5)
资阳市,莲花山,2561A,2024-11-06T1400,104.6617,30.1372,33,42,0.8,14,6,53,54,48,—
资阳市,资阳中学,2562A,2024-11-06T1400,104.6356,30.1506,39,—,0.7,16,7,48,39,55,细颗粒物(PM2.5)
资阳市,四三一厂,2563A,2024-11-06T1400,104.6295,30.1383,31,45,0.6,20,6,47,41,45,—
资阳市,师范校,2564A,2024-11-06T1400,104.6463,30.1146,38,56,0.5,16,7,53,38,54,细颗粒物(PM2.5)
资阳市,区法院,2565A,2024-11-06T1400,104.6296,30.1256,36,42,0.6,18,6,46,39,52,细颗粒物(PM2.5)
淄博市,人民公园,1631A,2024-11-06T1400,118.0414,36.8103,14,31,2.3,19,14,82,42,31,—
淄博市,双山,1633A,2024-11-06T1400,117.8525,36.4847,3,12,0.6,19,9,—,54,—,—
淄博市,气象站,1634A,2024-11-06T1400,117.9592,36.6331,7,16,0.6,22,14,87,47,28,—
淄博市,莆田园,1635A,2024-11-06T1400,118.3092,36.8194,14,44,0.5,25,13,87,49,44,—
淄博市,新区,3363A,2024-11-06T1400,117.9883,36.8372,7,19,1.2,18,15,80,34,25,—
淄博市,三金集团,3644A,2024-11-06T1400,117.8661,36.805,9,17,0.3,31,15,79,39,25,—
淄博市,东风化工厂,3645A,2024-11-06T1400,118.0253,36.8406,12,29,0.4,18,11,72,33,29,—
自贡市,青杠林路,3027A,2024-11-06T1400,104.72,29.3427,31,48,0.3,7,2,68,26,48,—
自贡市,檀木林体育馆,3028A,2024-11-06T1400,104.776,29.3627,35,45,0.3,16,5,60,29,50,—
自贡市,南湖救助站,3360A,2024-11-06T1400,104.7894,29.3194,27,48,0.3,26,5,48,24,48,—
自贡市,轻化工大学,3638A,2024-11-06T1400,104.7636,29.3338,35,44,0.3,16,7,60,23,50,—
遵义市,丁字口,1911A,2024-11-06T1400,106.9222,27.6869,37,44,0.5,8,5,133,83,53,细颗粒物(PM2.5)
遵义市,凤凰山,1912A,2024-11-06T1400,106.9242,27.7019,36,47,0.6,9,6,122,85,52,细颗粒物(PM2.5)
遵义市,忠庄,1913A,2024-11-06T1400,106.8906,27.6486,42,77,0.5,9,3,122,68,64,颗粒物(PM10)
遵义市,舟水桥,1914A,2024-11-06T1400,106.9231,27.6506,39,58,0.3,8,1,135,77,55,细颗粒物(PM2.5)
遵义市,干田坝,1915A,2024-11-06T1400,106.9178,27.72,37,45,0.5,10,5,122,73,53,细颗粒物(PM2.5)
遵义市,第十二小学,3536A,2024-11-06T1400,106.8547,27.5919,43,59,0.4,10,5,129,76,60,细颗粒物(PM2.5)
