area,positionname,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
威海市,文登开发区,2024-11-06T1500,122.0693,37.2174,9,21,0.2,14,9,77,52,25,
威海市,临港区管委会,2024-11-06T1500,122.1379,37.3414,3,14,0.3,10,4,67,54,21,
潍坊市,环保局,2024-11-06T1500,119.1437,36.7023,17,36,0.5,20,10,88,53,36,
潍坊市,坊子邮政,2024-11-06T1500,119.1641,36.6523,14,36,0.4,17,8,90,55,36,
潍坊市,潍坊七中,2024-11-06T1500,119.0587,36.721,18,41,,20,9,85,49,,
潍坊市,高新实验学校,2024-11-06T1500,119.1977,36.6872,17,41,0.1,18,12,88,53,41,
潍坊市,潍坊学院,2024-11-06T1500,119.1755,36.7149,14,44,0.4,20,9,90,60,44,
潍坊市,寒亭区实验一小,2024-11-06T1500,119.2041,36.7699,19,36,0.6,24,10,85,54,36,
渭南市,农科所,2024-11-06T1500,109.5293,34.5101,,,,,,,,,
渭南市,日报社,2024-11-06T1500,109.4974,34.4877,81,95,0.7,25,14,99,44,108,细颗粒物(PM2.5)
渭南市,体育馆,2024-11-06T1500,109.4636,34.493,68,112,0.7,26,15,100,44,92,细颗粒物(PM2.5)
渭南市,高新一小,2024-11-06T1500,109.4259,34.5023,83,111,0.7,24,14,93,43,110,细颗粒物(PM2.5)
温州市,瓯海,2024-11-06T1500,120.634,28.0089,9,26,0.3,17,7,116,89,37,
温州市,南浦,2024-11-06T1500,120.6748,27.9939,8,21,0.2,14,9,122,95,39,
温州市,龙湾,2024-11-06T1500,120.76,27.9747,10,24,0.3,22,6,110,95,35,
温州市,市站,2024-11-06T1500,120.6709,28.0167,12,27,0.3,19,7,113,89,36,
温州市,茶山,2024-11-06T1500,120.6985,27.9251,11,25,0.3,16,6,123,95,39,
文山壮族苗族自治州,州水务局,2024-11-06T1500,104.2533,23.3594,19,28,0.3,8,2,88,64,28,
文山壮族苗族自治州,市便民服务中心,2024-11-06T1500,104.2319,23.3892,24,29,0.3,9,3,86,56,35,
乌海市,市林业局,2024-11-06T1500,106.8174,39.6973,25,54,0.9,45,31,63,29,52,颗粒物(PM10)
乌海市,中海勃湾学校,2024-11-06T1500,106.7907,39.6667,26,48,0.8,34,32,78,37,48,
乌海市,海北新区,2024-11-06T1500,106.813,39.7274,38,53,1.0,40,37,73,35,54,细颗粒物(PM2.5)
乌海市,聚英学校,2024-11-06T1500,106.8288,39.6778,28,59,1.0,54,35,59,26,55,颗粒物(PM10)
乌兰察布市,集宁新区,2024-11-06T1500,113.1306,40.9923,22,34,0.5,,,,39,,
乌兰察布市,光明街小学,2024-11-06T1500,113.1076,41.0385,23,28,0.4,23,14,79,44,33,
乌兰察布市,北京八中,2024-11-06T1500,113.1376,40.9509,3,34,0.4,19,14,79,39,34,
乌兰察布市,市委党校,2024-11-06T1500,113.1775,40.9779,8,31,0.4,19,12,82,44,31,
乌鲁木齐市,监测站,2024-11-06T1500,87.5801,43.8303,16,54,0.5,31,3,23,8,52,颗粒物(PM10)
乌鲁木齐市,收费所,2024-11-06T1500,87.6046,43.768,11,36,0.3,15,3,94,48,36,
乌鲁木齐市,新疆农科院农场,2024-11-06T1500,87.4754,43.9469,73,,1.2,37,11,64,19,,
乌鲁木齐市,铁路局,2024-11-06T1500,87.5525,43.8711,27,68,0.4,50,3,64,27,59,颗粒物(PM10)
乌鲁木齐市,三十一中学,2024-11-06T1500,87.6432,43.831,24,54,0.5,31,2,85,39,52,颗粒物(PM10)
乌鲁木齐市,米东区环保局,2024-11-06T1500,87.7216,44.1747,46,86,0.7,30,11,89,37,68,颗粒物(PM10)
乌鲁木齐市,培训基地,2024-11-06T1500,87.4651,43.4569,9,31,0.5,7,3,84,74,31,
乌鲁木齐市,达坂城区环保局,2024-11-06T1500,88.3118,43.3658,9,58,0.3,11,8,92,66,54,颗粒物(PM10)
乌鲁木齐市,红光山片区,2024-11-06T1500,87.6162,43.8801,30,92,0.8,59,4,48,31,71,颗粒物(PM10)
乌鲁木齐市,新师大温泉校区,2024-11-06T1500,87.7024,43.8004,13,43,0.2,17,10,91,55,43,
乌鲁木齐市,大绿谷,2024-11-06T1500,87.4921,43.8411,12,53,0.6,45,6,69,43,52,颗粒物(PM10)
无锡市,雪浪,2024-11-06T1500,120.269,31.4867,19,34,0.7,20,9,106,78,34,
无锡市,黄巷,2024-11-06T1500,120.275,31.6219,14,34,0.3,18,6,97,71,34,
无锡市,曹张,2024-11-06T1500,120.294,31.56,14,38,0.7,19,10,100,74,38,
无锡市,漆塘,2024-11-06T1500,120.242,31.5031,19,34,0.8,25,6,99,73,34,
无锡市,东亭,2024-11-06T1500,120.3489,31.5863,17,36,0.8,18,,96,70,,
无锡市,旺庄,2024-11-06T1500,120.354,31.5475,,,0.7,11,7,103,79,,
无锡市,荣巷,2024-11-06T1500,120.245,31.5631,22,44,0.7,23,6,95,68,44,
无锡市,堰桥,2024-11-06T1500,120.299,31.6817,14,31,0.5,14,8,104,75,33,
无锡市,华庄,2024-11-06T1500,120.3142,31.4753,16,31,0.7,15,6,111,81,35,
吴忠市,教育园区,2024-11-06T1500,106.1532,37.9648,67,98,0.9,34,24,97,46,90,细颗粒物(PM2.5)
吴忠市,新区二泵站,2024-11-06T1500,106.1856,37.9956,63,75,0.9,29,22,98,52,85,细颗粒物(PM2.5)
吴忠市,文卫南街,2024-11-06T1500,106.2112,37.9768,68,91,1.1,36,23,111,54,92,细颗粒物(PM2.5)
芜湖市,监测站,2024-11-06T1500,118.3606,31.3519,16,22,0.3,20,11,96,67,30,
芜湖市,科创中心,2024-11-06T1500,118.3714,31.4134,17,37,0.3,24,9,97,72,37,
芜湖市,四水厂,2024-11-06T1500,118.3673,31.3131,14,38,0.5,24,10,106,76,38,
芜湖市,市气象局,2024-11-06T1500,118.4209,31.3707,16,26,0.5,16,6,104,76,33,
芜湖市,清苑社区,2024-11-06T1500,118.4781,31.3225,12,24,0.3,18,9,104,70,33,
芜湖市,扬子职业技术学院,2024-11-06T1500,118.2746,31.2326,17,40,,16,,109,78,,
梧州市,市逸夫小学,2024-11-06T1500,111.3014,23.4832,40,44,0.8,3,8,144,129,57,细颗粒物(PM2.5)
梧州市,市十一中,2024-11-06T1500,111.3239,23.4794,39,49,0.7,9,9,150,138,55,细颗粒物(PM2.5)
梧州市,龙圩,2024-11-06T1500,111.247,23.4189,36,49,0.7,5,10,138,124,52,细颗粒物(PM2.5)
梧州市,龙新,2024-11-06T1500,111.2711,23.4835,32,53,0.6,9,9,150,130,52,颗粒物(PM10)
五家渠市,农水大厦,2024-11-06T1500,87.5475,44.1756,72,125,0.9,22,21,77,28,97,细颗粒物(PM2.5)
五家渠市,经开区管委会,2024-11-06T1500,87.546,44.1912,95,135,,19,,67,23,125,细颗粒物(PM2.5)
武汉市,东湖梨园,2024-11-06T1500,114.3677,30.5584,27,45,0.7,17,13,158,104,50,
武汉市,汉阳月湖,2024-11-06T1500,114.2529,30.558,29,47,0.6,15,12,150,95,47,
武汉市,汉口花桥,2024-11-06T1500,114.282,30.6189,39,58,0.8,17,14,139,91,55,细颗粒物(PM2.5)
武汉市,武昌紫阳,2024-11-06T1500,114.3025,30.5332,35,52,0.8,13,12,155,100,51,颗粒物(PM10)
武汉市,青山钢花,2024-11-06T1500,114.3646,30.6217,36,64,0.7,21,14,154,94,57,颗粒物(PM10)
武汉市,沌口新区,2024-11-06T1500,114.1566,30.4825,43,58,0.7,18,12,145,96,60,细颗粒物(PM2.5)
武汉市,汉口江滩,2024-11-06T1500,114.3014,30.5944,38,73,0.8,20,13,141,85,62,颗粒物(PM10)
武汉市,吴家山,2024-11-06T1500,114.135,30.6319,29,58,0.9,25,13,150,94,54,颗粒物(PM10)
武汉市,沉湖七壕,2024-11-06T1500,113.8454,30.2917,30,57,0.6,14,6,151,98,54,颗粒物(PM10)
武汉市,民族大道182号,2024-11-06T1500,114.3877,30.4908,36,44,0.6,19,12,150,103,52,细颗粒物(PM2.5)
武威市,监测站,2024-11-06T1500,102.6201,37.9251,9,24,0.2,8,7,86,44,27,
武威市,东关招商场,2024-11-06T1500,102.6486,37.9325,12,24,0.3,8,5,86,45,27,
西安市,高压开关厂,2024-11-06T1500,108.882,34.2749,122,173,0.8,48,10,87,34,160,细颗粒物(PM2.5)
西安市,兴庆小区,2024-11-06T1500,108.993,34.2629,46,105,0.8,36,9,91,32,78,颗粒物(PM10)
西安市,纺织城,2024-11-06T1500,109.06,34.2572,58,124,0.6,33,14,96,38,87,颗粒物(PM10)
西安市,小寨,2024-11-06T1500,108.9356,34.2173,101,,0.8,,8,75,33,133,细颗粒物(PM2.5)
西安市,市人民体育场,2024-11-06T1500,108.954,34.2713,101,,0.8,45,,,29,133,细颗粒物(PM2.5)
西安市,高新西区,2024-11-06T1500,108.8922,34.2322,125,152,0.9,58,7,72,31,165,细颗粒物(PM2.5)
西安市,经开区,2024-11-06T1500,108.935,34.3474,65,78,0.4,31,10,82,38,88,细颗粒物(PM2.5)
西安市,长安区,2024-11-06T1500,108.906,34.1546,117,196,0.8,81,8,62,34,153,细颗粒物(PM2.5)
西安市,临潼区,2024-11-06T1500,109.2186,34.3731,73,126,0.7,34,12,76,43,98,细颗粒物(PM2.5)
西安市,草滩,2024-11-06T1500,108.869,34.378,39,99,0.3,21,6,96,46,75,颗粒物(PM10)
西安市,曲江文化产业集团,2024-11-06T1500,108.985,34.1978,126,169,0.9,54,10,75,32,166,细颗粒物(PM2.5)
西安市,广运潭,2024-11-06T1500,109.051,34.3213,73,96,0.5,39,9,84,37,98,细颗粒物(PM2.5)
西安市,文体局,2024-11-06T1500,108.6116,34.1164,103,141,0.9,22,14,120,55,135,细颗粒物(PM2.5)
西安市,无线电监控中心,2024-11-06T1500,109.09,34.5236,67,71,0.5,24,13,96,53,90,细颗粒物(PM2.5)
西宁市,第五水厂,2024-11-06T1500,101.524,36.6867,,,,,,,,,
西宁市,城北区政府,2024-11-06T1500,101.7775,36.6428,8,19,0.8,27,15,95,49,30,
西宁市,世纪职校,2024-11-06T1500,101.8305,36.5786,50,,1.0,44,20,85,42,69,细颗粒物(PM2.5)
西宁市,师大城西校区,2024-11-06T1500,101.7413,36.6397,22,48,0.8,26,15,90,45,48,
西双版纳傣族自治州,景洪市江南,2024-11-06T1500,100.7939,22.0019,22,,0.7,12,8,51,42,32,
西双版纳傣族自治州,景洪市江北,2024-11-06T1500,100.8017,22.0225,14,24,0.7,8,6,60,52,24,
西咸新区,北杜,2024-11-06T1500,108.7108,34.46,74,86,0.6,37,13,104,54,99,细颗粒物(PM2.5)
西咸新区,同德佳苑,2024-11-06T1500,108.7096,34.2956,120,128,0.6,36,10,100,50,158,细颗粒物(PM2.5)
西咸新区,崇文塔,2024-11-06T1500,108.8558,34.4978,48,90,0.6,28,10,106,56,70,颗粒物(PM10)
锡林郭勒盟,市环保监测站,2024-11-06T1500,116.1042,43.9317,3,7,0.2,6,7,83,59,26,
锡林郭勒盟,市政府,2024-11-06T1500,116.0781,43.9311,3,15,0.2,5,9,82,61,26,
厦门市,溪东,2024-11-06T1500,118.1608,24.8169,,,,,,,,,
厦门市,洪文,2024-11-06T1500,118.1514,24.4767,12,40,0.4,5,1,99,93,40,
厦门市,鼓浪屿,2024-11-06T1500,118.0661,24.4444,12,32,0.3,11,1,108,100,34,
厦门市,湖里中学,2024-11-06T1500,118.0936,24.5058,13,32,0.3,12,2,83,83,32,
厦门市,集美中学,2024-11-06T1500,118.0958,24.5688,9,23,0.2,7,1,107,98,34,
厦门市,同安二实小,2024-11-06T1500,118.1493,24.7245,9,16,0.2,6,2,109,102,35,
咸宁市,森林公园,2024-11-06T1500,114.3175,29.8142,16,26,0.7,11,6,129,105,41,
咸宁市,市发改委,2024-11-06T1500,114.3107,29.8454,17,36,0.5,11,7,136,108,43,
咸宁市,咸安区政府,2024-11-06T1500,114.2936,29.8566,17,37,0.5,13,6,140,111,44,
咸宁市,长江产业园,2024-11-06T1500,114.3375,29.8683,18,39,0.5,15,8,143,110,45,
咸阳市,气象站,2024-11-06T1500,108.7197,34.3956,,,,,,,,,
咸阳市,实验中学,2024-11-06T1500,108.673,34.3155,124,156,0.8,31,13,106,57,163,细颗粒物(PM2.5)
咸阳市,师范学院,2024-11-06T1500,108.7233,34.3617,90,102,0.7,35,12,96,53,119,细颗粒物(PM2.5)
咸阳市,两寺渡,2024-11-06T1500,108.6594,34.2969,129,175,0.9,32,14,112,51,170,细颗粒物(PM2.5)
咸阳市,奥体中心,2024-11-06T1500,108.6396,34.4078,80,120,0.7,34,15,99,54,107,细颗粒物(PM2.5)
湘潭市,板塘,2024-11-06T1500,112.9433,27.8614,44,74,0.5,15,5,160,100,62,"颗粒物(PM10),细颗粒物(PM2.5)"
湘潭市,市监测站,2024-11-06T1500,112.9118,27.8403,37,71,0.5,17,6,164,104,61,颗粒物(PM10)
湘潭市,江麓,2024-11-06T1500,112.8937,27.8728,39,61,0.5,14,5,165,115,57,臭氧1小时
湘潭市,岳塘,2024-11-06T1500,112.9227,27.8159,39,76,0.5,19,4,159,100,63,颗粒物(PM10)
湘潭市,科大,2024-11-06T1500,112.9074,27.9119,29,72,0.3,16,4,165,107,61,颗粒物(PM10)
湘潭市,昭山,2024-11-06T1500,113.0048,27.9153,39,73,0.5,17,6,157,93,62,颗粒物(PM10)
湘潭市,韶山,2024-11-06T1500,112.4876,27.9164,35,53,0.8,12,7,157,123,52,颗粒物(PM10)
湘西土家族苗族自治州,跃进水库,2024-11-06T1500,109.6414,28.2558,27,39,0.6,3,8,63,42,39,
湘西土家族苗族自治州,州政府,2024-11-06T1500,109.7325,28.3169,30,41,0.7,7,7,133,87,43,
湘西土家族苗族自治州,吉首市计生局,2024-11-06T1500,109.6958,28.2675,29,67,0.6,13,10,141,90,59,颗粒物(PM10)
襄阳市,襄城运动路,2024-11-06T1500,112.155,32.0197,60,113,0.8,20,11,125,66,82,"颗粒物(PM10),细颗粒物(PM2.5)"
襄阳市,樊城新华路,2024-11-06T1500,112.1392,32.0564,62,116,0.5,17,11,132,64,84,细颗粒物(PM2.5)
襄阳市,高新管委会,2024-11-06T1500,112.1825,32.1142,71,111,0.6,20,9,131,68,95,细颗粒物(PM2.5)
襄阳市,襄州航空路,2024-11-06T1500,112.2106,32.0903,79,103,0.8,20,11,132,68,105,细颗粒物(PM2.5)
襄阳市,襄城隆中路,2024-11-06T1500,112.0828,32.0067,54,110,0.8,23,11,122,69,80,颗粒物(PM10)
襄阳市,高新台子湾,2024-11-06T1500,112.1214,32.1008,49,120,0.7,19,11,129,64,85,颗粒物(PM10)
孝感市,文化路,2024-11-06T1500,113.9153,30.9285,35,70,0.5,22,9,150,99,60,颗粒物(PM10)
孝感市,东城区,2024-11-06T1500,113.942,30.9075,31,58,0.7,25,9,143,92,54,颗粒物(PM10)
忻州市,开发区,2024-11-06T1500,112.7383,38.4519,61,82,0.6,38,22,66,35,83,细颗粒物(PM2.5)
忻州市,会展中心,2024-11-06T1500,112.7003,38.4928,38,73,0.9,36,16,61,30,62,颗粒物(PM10)
忻州市,市政府,2024-11-06T1500,112.7283,38.4153,48,74,0.6,36,16,69,38,67,细颗粒物(PM2.5)
新乡市,环保西院,2024-11-06T1500,113.836,35.311,50,90,0.3,15,4,114,56,70,颗粒物(PM10)
新乡市,开发区,2024-11-06T1500,113.884,35.272,56,78,0.5,16,8,122,61,77,细颗粒物(PM2.5)
新乡市,环保东院,2024-11-06T1500,113.883,35.303,48,72,0.4,19,5,124,66,67,细颗粒物(PM2.5)
新乡市,市委党校,2024-11-06T1500,113.9194,35.2847,56,72,0.5,25,6,118,57,77,细颗粒物(PM2.5)
新乡市,市政府,2024-11-06T1500,113.9188,35.3045,66,95,0.4,16,7,116,55,89,细颗粒物(PM2.5)
新乡市,河师大,2024-11-06T1500,113.9135,35.3327,53,77,0.7,19,7,120,57,73,细颗粒物(PM2.5)
新乡市,行政服务中心,2024-11-06T1500,113.9003,35.372,43,81,0.7,21,5,114,51,66,颗粒物(PM10)
新余市,北岗,2024-11-06T1500,115.0861,27.9317,,,,,,,,,
新余市,飞宇,2024-11-06T1500,114.9886,27.8431,3,39,0,19,11,142,105,45,
新余市,第二水厂,2024-11-06T1500,114.9231,27.8246,16,40,0.3,4,13,142,110,45,
新余市,市气象局,2024-11-06T1500,114.9308,27.8036,17,37,0,19,9,134,100,42,
新余市,新钢沁园村,2024-11-06T1500,114.9149,27.807,19,45,0.2,11,13,138,104,45,
信阳市,平桥分局,2024-11-06T1500,114.1099,32.1059,30,53,0.5,17,7,141,72,52,颗粒物(PM10)
信阳市,南湾水厂,2024-11-06T1500,113.9956,32.1271,35,64,,16,5,139,82,,
信阳市,市酿酒公司,2024-11-06T1500,114.0775,32.1195,38,61,0.6,12,6,135,78,56,颗粒物(PM10)
信阳市,审计局,2024-11-06T1500,114.0609,32.1399,34,49,0.5,13,7,143,81,49,
兴安盟,胜华新制药厂,2024-11-06T1500,122.0392,46.0656,12,16,0.3,5,2,58,39,19,
兴安盟,科右前旗环保局,2024-11-06T1500,121.9504,46.0741,12,16,0.6,3,3,62,39,20,
兴安盟,北滨河,2024-11-06T1500,122.0931,46.0707,14,27,0.6,5,3,63,36,27,
邢台市,达活泉,2024-11-06T1500,114.4704,37.0886,56,89,0.3,25,7,98,38,77,细颗粒物(PM2.5)
邢台市,邢师高专,2024-11-06T1500,114.5062,37.0349,60,86,0.5,24,7,99,41,82,细颗粒物(PM2.5)
邢台市,路桥公司,2024-11-06T1500,114.5237,37.0851,53,82,0.3,23,11,97,39,73,细颗粒物(PM2.5)
邢台市,市环保局,2024-11-06T1500,114.4725,37.0719,52,75,0.3,26,8,87,40,72,细颗粒物(PM2.5)
雄安新区,容城县环境保护局,2024-11-06T1500,115.8844,39.0341,,74,0.5,41,12,76,41,,
雄安新区,河北容城中学,2024-11-06T1500,115.8665,39.0645,44,76,0.6,35,10,74,33,63,颗粒物(PM10)
雄安新区,安新县民政局,2024-11-06T1500,115.923,38.9405,38,81,0.4,38,11,78,44,66,颗粒物(PM10)
雄安新区,安新县电力局,2024-11-06T1500,115.9324,38.9338,44,86,0.5,33,13,70,37,68,颗粒物(PM10)
雄安新区,雄县环境保护局,2024-11-06T1500,116.0901,38.9816,38,80,0.2,31,8,77,43,65,颗粒物(PM10)
雄安新区,雄县国土资源局,2024-11-06T1500,116.1105,39.0046,36,62,0.0,29,6,71,36,56,颗粒物(PM10)
徐州市,黄河新村,2024-11-06T1500,117.179,34.2761,52,78,0.5,34,10,103,58,72,细颗粒物(PM2.5)
徐州市,淮塔,2024-11-06T1500,117.1918,34.2384,51,87,0.5,33,13,111,65,70,细颗粒物(PM2.5)
徐州市,新城区,2024-11-06T1500,117.256,34.2153,40,85,0.4,33,14,102,57,68,颗粒物(PM10)
徐州市,桃园路,2024-11-06T1500,117.244,34.2911,49,92,0.6,31,13,97,56,71,颗粒物(PM10)
徐州市,农科院,2024-11-06T1500,117.2933,34.2778,46,73,0.7,33,14,101,58,64,细颗粒物(PM2.5)
徐州市,鼓楼区政府,2024-11-06T1500,117.1814,34.29,44,56,0.7,30,10,93,52,62,细颗粒物(PM2.5)
徐州市,铜山区招生办,2024-11-06T1500,117.1694,34.1781,44,70,0.5,30,10,114,62,62,细颗粒物(PM2.5)
徐州市,大泉街道,2024-11-06T1500,117.4754,34.4422,48,79,,,12,109,67,,
许昌市,监测站,2024-11-06T1500,113.8276,34.0159,76,105,0.7,11,8,127,69,102,细颗粒物(PM2.5)
许昌市,开发区,2024-11-06T1500,113.7906,33.9953,71,129,0.5,20,8,,59,,
许昌市,市一中,2024-11-06T1500,113.8172,34.0339,,,,,9,127,64,,
许昌市,许昌学院,2024-11-06T1500,113.8614,34.0442,74,107,0.5,26,11,133,74,99,细颗粒物(PM2.5)
许昌市,芙蓉广场,2024-11-06T1500,113.843,34.0823,75,105,0.4,18,10,127,64,100,细颗粒物(PM2.5)
许昌市,建安区兴业大厦,2024-11-06T1500,113.8134,34.1251,60,110,0.4,18,8,125,62,82,细颗粒物(PM2.5)
宣城市,鳌峰子站,2024-11-06T1500,118.7581,30.9454,19,22,0.4,11,6,111,71,35,
宣城市,敬亭山子站,2024-11-06T1500,118.7385,30.9743,20,26,0.4,18,6,109,73,35,
宣城市,开发区子站,2024-11-06T1500,118.7173,30.9427,,,0.5,,7,,67,,
宣城市,夏渡子站,2024-11-06T1500,118.7724,30.9141,21,31,0.3,16,2,108,66,34,
雅安市,建安厂,2024-11-06T1500,103.0475,30.02,42,65,0.4,23,6,65,29,59,细颗粒物(PM2.5)
雅安市,市政府,2024-11-06T1500,103.0111,29.9833,48,,0.5,23,6,54,27,,
雅安市,川农大,2024-11-06T1500,102.9905,29.9775,40,52,0.4,23,5,47,29,57,细颗粒物(PM2.5)
雅安市,康养中心,2024-11-06T1500,103.0456,29.9956,57,61,,22,5,80,67,,
烟台市,开发区,2024-11-06T1500,121.2514,37.5639,3,14,0.4,8,2,69,50,22,
烟台市,轴承厂,2024-11-06T1500,121.3719,37.5433,9,12,0.2,9,8,72,49,23,
烟台市,西郊化工站,2024-11-06T1500,121.3181,37.5436,8,17,0.6,9,6,75,52,24,
烟台市,莱山环保局,2024-11-06T1500,121.4478,37.4822,8,12,0.4,4,2,79,53,25,
烟台市,福山环保局,2024-11-06T1500,121.2611,37.4967,14,36,0.4,24,12,67,49,36,
烟台市,牟平检察院,2024-11-06T1500,121.5992,37.4014,12,24,0.4,8,6,80,58,25,
烟台市,中国农业大学,2024-11-06T1500,121.5206,37.4336,3,17,0.2,10,2,77,51,25,
延安市,枣园,2024-11-06T1500,109.4131,36.6275,24,32,0.4,10,7,105,47,35,
延安市,延大医附院,2024-11-06T1500,109.4761,36.6028,28,50,0.6,11,8,106,48,50,
延安市,百米大道,2024-11-06T1500,109.5056,36.6106,25,41,0.5,17,6,99,42,41,
延安市,西北局旧址,2024-11-06T1500,109.4809,36.5786,25,42,0.7,15,7,100,48,42,
延边朝鲜族自治州,妇幼医院,2024-11-06T1500,129.47,42.8883,43,71,0.5,14,10,61,56,61,颗粒物(PM10)
延边朝鲜族自治州,延边医院,2024-11-06T1500,129.5055,42.9108,46,67,0.4,13,4,65,59,64,细颗粒物(PM2.5)
延边朝鲜族自治州,朝阳川镇医院,2024-11-06T1500,129.3964,42.8881,32,53,0.5,6,3,69,62,52,颗粒物(PM10)
盐城市,盐城电厂,2024-11-06T1500,120.118,33.4022,12,19,0.5,12,5,101,64,32,
盐城市,市监测站,2024-11-06T1500,120.156,33.3942,3,27,0.5,16,,100,70,,
盐城市,开发区管委会,2024-11-06T1500,120.2144,33.38,3,23,0.6,17,5,102,74,32,
盐城市,宝龙广场,2024-11-06T1500,120.1544,33.3663,7,17,0.4,12,5,105,74,33,
盐城市,月亮广场,2024-11-06T1500,120.1501,33.3367,3,11,0.6,10,6,104,75,33,
盐城市,大丰高级中学,2024-11-06T1500,120.4279,33.205,3,22,0.6,7,4,106,82,34,
扬州市,邗江监测站,2024-11-06T1500,119.389,32.3761,9,24,0.5,13,5,100,71,32,
扬州市,五台山医院,2024-11-06T1500,119.447,32.4155,9,20,0.6,12,4,101,73,32,
扬州市,广陵建设局,2024-11-06T1500,119.4686,32.3942,8,22,0.3,12,4,95,67,30,
扬州市,市体育局,2024-11-06T1500,119.3633,32.3972,9,24,0.4,16,3,99,71,31,
扬州市,引江管理处,2024-11-06T1500,119.5653,32.4222,3,11,0.4,12,3,105,73,33,
阳江市,鸳鸯湖,2024-11-06T1500,111.9797,21.8593,34,44,0.7,12,10,158,128,50,
阳江市,马南垌,2024-11-06T1500,111.9491,21.8658,31,45,0.5,9,7,153,122,48,
阳江市,两阳中学,2024-11-06T1500,111.9765,21.8947,26,53,0.4,14,10,159,125,52,颗粒物(PM10)
阳江市,阳东陶然,2024-11-06T1500,112.0125,21.8749,34,50,0.6,13,11,164,134,55,臭氧1小时
阳泉市,市中心,2024-11-06T1500,113.5758,37.8572,26,70,,39,22,75,38,,
阳泉市,赛鱼,2024-11-06T1500,113.4894,37.8731,40,70,1.0,49,22,68,34,60,颗粒物(PM10)
阳泉市,南庄,2024-11-06T1500,113.5819,37.8486,33,68,0.8,42,21,78,32,59,颗粒物(PM10)
阳泉市,平坦,2024-11-06T1500,113.5614,37.8703,43,81,0.9,42,,73,34,,
阳泉市,大阳泉,2024-11-06T1500,113.5158,37.8392,44,79,0.9,46,23,76,54,65,颗粒物(PM10)
阳泉市,龙柱,2024-11-06T1500,113.617,37.8571,36,56,1.1,39,23,74,31,53,颗粒物(PM10)
伊春市,环保局,2024-11-06T1500,128.5159,47.4311,3,19,0.3,4,3,51,42,19,
伊春市,电力嘉园,2024-11-06T1500,128.9102,47.7412,14,15,0.4,4,7,52,43,20,
伊春市,汤旺河国家公园,2024-11-06T1500,129.5029,48.471,3,8,0.1,7,7,4,34,8,
伊春市,中心小学,2024-11-06T1500,128.4741,47.4346,3,25,0.4,,,53,45,,
伊春市,检察院,2024-11-06T1500,128.6871,47.7369,18,,0.3,5,2,54,47,26,
伊春市,双子河社区,2024-11-06T1500,128.8431,47.8474,13,,0.7,5,4,,39,,
伊春市,美溪镇,2024-11-06T1500,129.1368,47.6417,7,24,0.5,7,1,56,49,24,
伊犁哈萨克自治州,市环保局,2024-11-06T1500,81.2815,43.9404,,,0.7,18,11,62,3,,
伊犁哈萨克自治州,新政府片区,2024-11-06T1500,81.2996,43.9174,38,73,0.7,17,11,64,25,62,颗粒物(PM10)
伊犁哈萨克自治州,第二水厂,2024-11-06T1500,81.3364,43.941,37,77,0.7,17,12,68,28,64,颗粒物(PM10)
宜宾市,石马中学,2024-11-06T1500,104.563,28.793,48,76,0.8,28,6,36,18,67,细颗粒物(PM2.5)
宜宾市,市委,2024-11-06T1500,104.6201,28.7728,37,53,0.5,23,8,46,19,53,细颗粒物(PM2.5)
宜宾市,宜宾四中,2024-11-06T1500,104.6055,28.793,47,66,0.5,25,7,43,19,65,细颗粒物(PM2.5)
宜宾市,市政府,2024-11-06T1500,104.639,28.7562,37,47,0.6,33,8,44,21,53,细颗粒物(PM2.5)
宜宾市,黄金嘴,2024-11-06T1500,104.5742,28.7199,42,60,0.7,33,10,39,20,59,细颗粒物(PM2.5)
宜宾市,白酒学院,2024-11-06T1500,104.68,28.8071,44,55,0.7,13,8,60,29,62,细颗粒物(PM2.5)
宜昌市,白龙岗,2024-11-06T1500,111.2992,30.6981,39,75,0.7,18,7,149,76,63,颗粒物(PM10)
宜昌市,伍家岗,2024-11-06T1500,111.3549,30.6465,41,64,0.6,19,6,152,72,58,细颗粒物(PM2.5)
宜昌市,点军区,2024-11-06T1500,111.2628,30.6961,41,82,0.6,24,9,149,85,66,颗粒物(PM10)
宜昌市,夷陵区,2024-11-06T1500,111.3275,30.7819,44,84,0.6,22,10,148,84,67,颗粒物(PM10)
宜昌市,猇亭区张家湾站,2024-11-06T1500,111.4606,30.552,38,80,0.7,29,12,138,92,65,颗粒物(PM10)
宜昌市,云深路,2024-11-06T1500,111.3119,30.7273,52,79,0.5,26,7,157,89,72,细颗粒物(PM2.5)
宜春市,槟榔水业,2024-11-06T1500,114.3408,27.8064,,,,,,,,,
宜春市,市石油公司,2024-11-06T1500,114.3956,27.7844,15,39,0.6,7,5,141,,45,
宜春市,市气象局,2024-11-06T1500,114.3703,27.7914,20,35,0.8,8,11,133,94,42,
宜春市,市广电局,2024-11-06T1500,114.4013,27.8074,14,52,0.7,10,8,130,96,51,颗粒物(PM10)
宜春市,宜春学院北校区,2024-11-06T1500,114.375,27.8097,20,37,0.6,9,7,144,108,45,
宜春市,万载县环保局,2024-11-06T1500,114.4519,28.0828,14,48,0.5,9,7,138,89,48,
