area,positionname,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
红河哈尼族彝族自治州,污水处理厂,2024-11-06T1500,103.3772,23.3993,48,,0.6,7,5,81,57,67,细颗粒物(PM2.5)
红河哈尼族彝族自治州,监测站,2024-11-06T1500,103.3861,23.35,39,46,0.5,9,5,84,66,55,细颗粒物(PM2.5)
红河哈尼族彝族自治州,州图书馆,2024-11-06T1500,103.3758,23.368,23,39,0.6,7,7,78,63,39,
呼和浩特市,呼市一监,2024-11-06T1500,111.6507,40.7517,27,39,0.7,35,19,65,45,39,
呼和浩特市,小召,2024-11-06T1500,111.6572,40.8033,28,61,0.6,39,17,62,40,56,颗粒物(PM10)
呼和浩特市,如意水处理厂,2024-11-06T1500,111.7516,40.8369,27,60,0.6,29,14,68,42,55,颗粒物(PM10)
呼和浩特市,二十九中,2024-11-06T1500,111.7276,40.8062,26,45,0.7,28,15,69,42,45,
呼和浩特市,工大金川校区,2024-11-06T1500,111.5512,40.7866,30,49,0.5,31,14,68,39,49,
呼和浩特市,化肥厂生活区,2024-11-06T1500,111.717,40.7612,24,58,0.6,35,17,68,45,54,颗粒物(PM10)
呼和浩特市,红旗小学,2024-11-06T1500,111.5968,40.8178,28,56,0.5,36,17,63,35,53,颗粒物(PM10)
呼和浩特市,海东办,2024-11-06T1500,111.6518,40.8389,28,44,0.8,32,15,68,38,44,
呼伦贝尔市,区环保局,2024-11-06T1500,119.7594,49.2261,10,20,0.3,10,5,54,38,20,
呼伦贝尔市,国华电力东,2024-11-06T1500,119.7512,49.1577,8,10,0.2,4,6,62,46,20,
湖州市,城西水厂,2024-11-06T1500,120.0751,30.8669,13,26,0.4,15,8,118,81,37,
湖州市,仁皇山新区,2024-11-06T1500,120.0875,30.8955,13,26,0.4,16,7,124,88,39,
湖州市,吴兴区站,2024-11-06T1500,120.1844,30.8596,15,24,0.5,12,8,106,83,34,
湖州市,南浔区站,2024-11-06T1500,120.4148,30.8538,9,15,0.3,21,4,91,75,29,
葫芦岛市,龙港区,2024-11-06T1500,120.9092,40.7136,13,22,0.4,6,11,71,49,23,
葫芦岛市,化工街,2024-11-06T1500,120.8392,40.7514,14,19,0.1,13,19,70,43,22,
葫芦岛市,新区,2024-11-06T1500,120.8341,40.7073,17,26,0.5,10,15,72,48,26,
葫芦岛市,东城区,2024-11-06T1500,120.8695,40.7677,21,39,0.5,11,13,73,45,39,
怀化市,林科所,2024-11-06T1500,109.5981,27.5721,31,48,0.9,13,10,129,111,48,
怀化市,河西地税局,2024-11-06T1500,109.9453,27.5444,41,65,0.6,13,12,131,102,58,"颗粒物(PM10),细颗粒物(PM2.5)"
怀化市,市四医院,2024-11-06T1500,109.9781,27.5342,22,59,0.6,8,9,133,109,55,颗粒物(PM10)
怀化市,监测楼,2024-11-06T1500,109.9972,27.5578,25,41,0.5,10,3,135,102,43,
怀化市,市委党校,2024-11-06T1500,110.0394,27.583,34,57,0.6,10,6,132,94,54,颗粒物(PM10)
淮安市,钵池山,2024-11-06T1500,119.036,33.5981,23,34,0.5,19,6,102,73,34,
淮安市,北京南路,2024-11-06T1500,119.007,33.575,24,34,0.4,20,8,105,72,35,
淮安市,市监测站,2024-11-06T1500,118.989,33.6067,22,27,0.5,22,10,106,63,34,
淮安市,楚州区监测站,2024-11-06T1500,119.135,33.5039,22,46,0.5,21,8,106,67,46,
淮安市,淮阴区监测站,2024-11-06T1500,119.0186,33.6297,30,36,0.6,33,6,97,61,43,
淮安市,新华书店,2024-11-06T1500,118.8755,33.2894,21,37,0.5,21,7,108,74,37,
淮北市,监测站,2024-11-06T1500,116.8004,33.975,50,61,0.5,18,5,108,69,69,细颗粒物(PM2.5)
淮北市,烈山区政府,2024-11-06T1500,116.8091,33.9007,44,58,,31,,105,57,,
淮北市,杜集区检察院,2024-11-06T1500,116.8873,33.9836,44,77,0.4,16,6,116,69,64,颗粒物(PM10)
淮北市,市博物馆,2024-11-06T1500,116.7923,33.9535,49,68,0.5,20,9,113,70,68,细颗粒物(PM2.5)
淮南市,潘集区政府,2024-11-06T1500,116.8305,32.7727,31,52,0.4,28,10,98,73,51,颗粒物(PM10)
淮南市,师范学院,2024-11-06T1500,117.0067,32.6524,17,47,0.4,12,12,108,84,47,
淮南市,谢家集区政府,2024-11-06T1500,116.8569,32.5951,17,36,0.4,16,9,104,72,36,
淮南市,八公山区政府,2024-11-06T1500,116.8281,32.633,21,42,0.3,13,10,113,79,42,
淮南市,焦岗湖风景区管理处,2024-11-06T1500,116.6325,32.6201,21,31,0.1,14,6,86,60,31,
淮南市,经济技术开发区消防队,2024-11-06T1500,117.0566,32.6531,15,44,0.4,12,6,106,77,44,
淮南市,山南新区,2024-11-06T1500,117.0108,32.5893,10,38,0.3,12,4,110,83,38,
黄冈市,职工中心,2024-11-06T1500,114.9028,30.4742,22,56,0.6,16,12,140,102,53,颗粒物(PM10)
黄冈市,红卫路,2024-11-06T1500,114.8858,30.4519,,,0.4,18,7,142,98,,
黄冈市,市林业局,2024-11-06T1500,114.9136,30.4445,22,65,0.6,13,11,145,106,58,颗粒物(PM10)
黄南藏族自治州,同仁县隆务镇,2024-11-06T1500,102.0199,35.5102,,0,0.9,,2,60,52,,
黄山市,延安路89号,2024-11-06T1500,118.2903,29.6963,3,42,0.2,8,8,116,78,42,
黄山市,黄山东路89号,2024-11-06T1500,118.327,29.7178,13,31,0.2,9,6,115,82,36,
黄山市,黄山区政府5号楼,2024-11-06T1500,118.1371,30.2756,3,33,0.3,9,9,112,68,35,
黄石市,沈家营,2024-11-06T1500,115.0601,30.2313,17,46,0.7,14,12,140,96,46,
黄石市,陈家湾,2024-11-06T1500,115.0817,30.2006,23,48,0.5,9,11,157,107,50,
黄石市,铁山,2024-11-06T1500,114.8988,30.2019,22,35,0.8,10,10,149,117,47,
黄石市,团城山,2024-11-06T1500,115.0307,30.2092,12,46,0.6,13,11,146,100,46,
黄石市,笔架山北路,2024-11-06T1500,115.0235,30.1578,16,33,0.7,13,9,150,110,47,
惠州市,河南岸金山湖子站,2024-11-06T1500,114.4183,23.0528,31,42,0.8,6,7,136,123,45,
惠州市,下埔横江三路子站,2024-11-06T1500,114.4053,23.0822,28,43,0.9,8,6,138,128,44,
惠州市,江北云山西路子站,2024-11-06T1500,114.4103,23.1142,32,40,0.8,9,7,144,133,46,
惠州市,惠阳区承修路船湖子站,2024-11-06T1500,114.4645,22.7833,30,46,0.6,8,9,127,114,46,
惠州市,大亚湾管委会子站,2024-11-06T1500,114.5317,22.7422,32,46,0.6,9,4,139,121,46,
惠州市,惠阳秋长,2024-11-06T1500,114.4338,22.8134,30,34,0.6,,7,135,124,,
惠州市,大亚湾霞涌,2024-11-06T1500,114.6517,22.775,21,48,0.6,8,7,115,110,48,
鸡西市,环保局,2024-11-06T1500,130.9762,45.3001,3,12,0.1,1,6,48,47,15,
鸡西市,第一中学,2024-11-06T1500,130.9429,45.3039,3,11,0.1,6,5,48,47,15,
鸡西市,欧美日汽修厂,2024-11-06T1500,131.0207,45.3073,3,8,0.3,5,6,52,53,17,
鸡西市,市政设施管理处,2024-11-06T1500,130.9967,45.3106,3,8,0.2,8,5,46,49,15,
吉安市,红声器材厂,2024-11-06T1500,114.9754,27.0803,16,48,0.5,21,12,133,98,48,
吉安市,市森林工业局,2024-11-06T1500,114.9658,27.0999,22,44,0.5,16,13,130,99,44,
吉安市,市环境监测站,2024-11-06T1500,114.99,27.1312,21,40,0.3,22,11,133,100,42,
吉安市,青原区法院,2024-11-06T1500,115.0093,27.0968,20,41,0.5,16,11,135,96,43,
吉林市,哈达湾,2024-11-06T1500,126.54,43.8622,15,24,0.4,9,5,61,47,24,
吉林市,东局子,2024-11-06T1500,126.5844,43.8358,17,19,0.4,12,5,58,41,25,
吉林市,电力学院,2024-11-06T1500,126.5052,43.8245,19,20,0.5,7,6,60,42,28,
吉林市,江北,2024-11-06T1500,126.6133,43.8972,17,25,0.5,10,9,61,42,25,
吉林市,江南公园,2024-11-06T1500,126.555,43.8306,21,23,0.4,10,8,59,45,30,
吉林市,丰满,2024-11-06T1500,126.7061,43.7133,12,12,0.3,4,8,62,52,20,
吉林市,九站,2024-11-06T1500,126.4739,43.953,11,21,0.4,8,6,59,44,21,
济南市,科干所,2024-11-06T1500,116.9862,36.6114,3,17,0.6,18,,,62,,
济南市,农科所,2024-11-06T1500,116.9376,36.665,3,17,0.6,32,5,80,49,25,
济南市,开发区,2024-11-06T1500,117.1265,36.6734,10,17,0.4,21,4,91,57,29,
济南市,省种子仓库,2024-11-06T1500,117.0624,36.6868,3,9,0.3,15,2,95,55,30,
济南市,机床二厂,2024-11-06T1500,116.9489,36.6447,3,29,0.5,22,5,88,58,29,
济南市,市监测站,2024-11-06T1500,117.0495,36.663,3,17,0.6,19,4,95,59,30,
济南市,长清党校,2024-11-06T1500,116.7675,36.5484,17,24,0.7,22,8,99,74,31,
济南市,技术学院,2024-11-06T1500,117.6795,36.229,14,27,0.9,25,9,84,53,27,
济南市,东山小学,2024-11-06T1500,117.532,36.6868,7,29,0.8,27,10,74,56,29,
济南市,泰兴公司,2024-11-06T1500,117.7161,36.2049,17,27,0.5,20,10,91,55,29,
济南市,莱芜战役纪念馆,2024-11-06T1500,117.6867,36.2171,17,34,0.7,28,9,84,52,34,
济南市,济阳区政府,2024-11-06T1500,117.1673,36.9782,3,29,0.3,26,5,64,44,29,
济南市,锦屏中学,2024-11-06T1500,117.1171,36.63,10,12,0.3,24,5,97,74,31,
济南市,济南四建,2024-11-06T1500,116.9814,36.6819,3,9,0.5,22,3,81,53,26,
济宁市,火炬城,2024-11-06T1500,116.6251,35.4302,14,32,0.4,17,10,100,59,32,
济宁市,电化厂,2024-11-06T1500,116.5491,35.4042,24,57,0.7,24,10,98,60,54,颗粒物(PM10)
济宁市,北湖一中,2024-11-06T1500,116.5814,35.3707,,,,24,,98,60,,
济宁市,服务中心,2024-11-06T1500,116.8249,35.5593,23,47,0.5,20,10,98,54,47,
济宁市,市第七中学,2024-11-06T1500,116.5907,35.4054,19,37,0.5,16,6,104,63,37,
佳木斯市,佳纺,2024-11-06T1500,130.2751,46.8028,8,9,0.4,13,6,45,44,15,
佳木斯市,发电厂,2024-11-06T1500,130.3995,46.8307,3,6,0.3,3,3,52,48,17,
佳木斯市,环保局,2024-11-06T1500,130.3258,46.7975,3,10,0.3,6,8,50,41,16,
佳木斯市,十一中,2024-11-06T1500,130.3648,46.8032,6,8,0.4,9,5,51,48,16,
佳木斯市,四丰,2024-11-06T1500,130.3794,46.7588,,,0.1,,1,48,46,,
嘉兴市,清河小学,2024-11-06T1500,120.7436,30.778,3,14,0,14,8,98,77,31,
嘉兴市,嘉兴学院,2024-11-06T1500,120.726,30.7478,3,17,0.4,10,5,95,76,30,
嘉兴市,南湖区残联,2024-11-06T1500,120.7846,30.7525,3,25,0.1,13,6,108,82,34,
嘉兴市,秀洲住建,2024-11-06T1500,120.6916,30.7739,7,15,0.2,9,8,98,77,31,
嘉峪关市,气象局,2024-11-06T1500,98.2908,39.7711,29,127,0.6,31,32,77,53,89,颗粒物(PM10)
嘉峪关市,酒钢宾馆,2024-11-06T1500,98.2672,39.7978,31,105,1.0,32,35,79,58,78,颗粒物(PM10)
嘉峪关市,雄关区,2024-11-06T1500,98.2643,39.7724,13,87,0.7,34,20,78,63,69,颗粒物(PM10)
江门市,北街,2024-11-06T1500,113.1064,22.6058,40,66,0.7,18,6,209,152,105,臭氧1小时
江门市,西区,2024-11-06T1500,113.0731,22.5835,33,61,0.6,19,7,206,148,103,臭氧1小时
江门市,圭峰西,2024-11-06T1500,113.0219,22.5311,41,69,0.5,21,5,205,150,103,臭氧1小时
江门市,东湖,2024-11-06T1500,113.0828,22.5947,43,65,0.6,17,7,207,149,104,臭氧1小时
江门市,江海富民,2024-11-06T1500,113.1075,22.5647,35,70,0.7,21,7,209,150,105,臭氧1小时
江门市,新会银湖,2024-11-06T1500,113.05,22.4667,41,55,0.5,18,6,207,154,104,臭氧1小时
焦作市,市环保局,2024-11-06T1500,113.227,35.2125,64,101,0.3,32,6,110,66,87,细颗粒物(PM2.5)
焦作市,影视城,2024-11-06T1500,113.1992,35.2590,60,90,0.8,20,12,119,89,82,细颗粒物(PM2.5)
焦作市,太极体育中心,2024-11-06T1500,113.2725,35.2067,55,116,0.5,29,5,104,59,83,颗粒物(PM10)
焦作市,马村街道办,2024-11-06T1500,113.3137,35.2641,73,83,0.3,23,13,111,68,98,细颗粒物(PM2.5)
焦作市,焦作技师学院,2024-11-06T1500,113.2465,35.2373,,,,,,,50,,
焦作市,中站许衡医院,2024-11-06T1500,113.1656,35.2539,57,105,0.4,15,9,111,74,78,"颗粒物(PM10),细颗粒物(PM2.5)"
焦作市,原李万街道办,2024-11-06T1500,113.2449,35.1803,59,133,0.4,32,2,90,45,92,颗粒物(PM10)
揭阳市,新兴,2024-11-06T1500,116.3701,23.5345,28,45,0.7,14,8,115,99,45,
揭阳市,西马,2024-11-06T1500,116.3264,23.5443,25,48,0.7,10,9,123,103,48,
揭阳市,东兴,2024-11-06T1500,116.3611,23.5626,26,43,0.9,11,12,119,98,43,
揭阳市,渔湖,2024-11-06T1500,116.4151,23.5294,26,46,0.6,11,8,114,101,46,
揭阳市,曲溪,2024-11-06T1500,116.403,23.5699,32,48,0.7,12,13,119,99,48,
金昌市,天庆家园,2024-11-06T1500,102.1692,38.5167,93,164,0.1,34,22,118,69,123,细颗粒物(PM2.5)
金昌市,市委党校,2024-11-06T1500,102.1864,38.5253,133,250,0.8,26,17,130,71,176,细颗粒物(PM2.5)
金昌市,金川区人防中心,2024-11-06T1500,102.1647,38.5371,175,266,0.8,23,16,142,74,225,细颗粒物(PM2.5)
金华市,十五中,2024-11-06T1500,119.647,29.077,20,36,0.4,21,4,117,79,37,
金华市,监测站,2024-11-06T1500,119.686,29.1029,15,38,0.4,17,5,114,76,38,
金华市,气象局,2024-11-06T1500,119.656,29.1131,14,34,0.6,26,6,113,76,36,
锦州市,南山,2024-11-06T1500,121.1115,41.0879,25,42,0.6,18,12,64,42,42,
锦州市,开发区,2024-11-06T1500,121.0533,40.8434,20,25,0.5,12,9,73,44,29,
锦州市,百股街道,2024-11-06T1500,121.1836,41.1119,14,41,0.6,16,14,59,39,41,
锦州市,天安街道,2024-11-06T1500,121.1178,41.1222,23,45,0.7,19,13,58,39,45,
锦州市,北湖公园,2024-11-06T1500,121.1303,41.1386,24,35,0.5,22,14,55,38,35,
晋城市,自来水公司,2024-11-06T1500,112.85,35.5051,31,51,0.7,23,9,127,70,51,颗粒物(PM10)
晋城市,白云商贸,2024-11-06T1500,112.8318,35.4936,41,77,0.6,23,9,125,73,64,颗粒物(PM10)
晋城市,市环保局,2024-11-06T1500,112.8508,35.4887,,,0.7,,9,123,80,,
晋城市,技术学院,2024-11-06T1500,112.8676,35.4897,31,61,0.6,22,8,127,69,56,颗粒物(PM10)
晋城市,白马寺,2024-11-06T1500,112.8453,35.546,33,51,0.6,15,13,126,49,51,颗粒物(PM10)
晋城市,泽州一中,2024-11-06T1500,112.8271,35.4828,46,76,0.8,21,9,114,66,64,细颗粒物(PM2.5)
晋中市,锦纶小区,2024-11-06T1500,112.7532,37.6945,44,83,0.8,36,14,103,58,67,颗粒物(PM10)
晋中市,南都小区,2024-11-06T1500,112.7249,37.7067,34,72,0.6,37,12,95,50,61,颗粒物(PM10)
晋中市,榆次区政府,2024-11-06T1500,112.6991,37.6982,30,80,0.7,35,11,99,49,65,颗粒物(PM10)
晋中市,榆次三中,2024-11-06T1500,112.7195,37.6828,46,92,1.0,33,15,96,58,71,颗粒物(PM10)
荆门市,竹园小学,2024-11-06T1500,112.2014,31.0481,61,88,0.6,19,19,151,86,83,细颗粒物(PM2.5)
荆门市,掇刀,2024-11-06T1500,112.1969,30.9891,60,,0.5,22,14,147,103,82,细颗粒物(PM2.5)
荆门市,石化一小,2024-11-06T1500,112.2213,31.0386,64,95,0.5,20,16,152,92,87,细颗粒物(PM2.5)
荆门市,西山林语,2024-11-06T1500,112.1849,31.0362,54,88,0.4,22,11,156,100,74,细颗粒物(PM2.5)
荆门市,龙泉中学南校,2024-11-06T1500,112.1632,31.0138,61,95,0.6,22,14,150,98,83,细颗粒物(PM2.5)
荆州市,市图书馆,2024-11-06T1500,112.2494,30.3197,54,67,0.7,23,9,142,88,74,细颗粒物(PM2.5)
荆州市,市委党校,2024-11-06T1500,112.2008,30.3544,48,58,0.7,22,8,154,92,67,细颗粒物(PM2.5)
荆州市,管委会,2024-11-06T1500,112.2747,30.3122,50,59,0.7,20,13,147,87,69,细颗粒物(PM2.5)
荆州市,学苑路,2024-11-06T1500,112.1655,30.3364,50,89,0.7,21,,152,94,,
景德镇市,王港中学,2024-11-06T1500,117.3102,29.3867,,,,,,,,,
景德镇市,老干部活动中心,2024-11-06T1500,117.2117,29.2933,12,18,0.2,6,6,110,85,35,
景德镇市,兽医站,2024-11-06T1500,117.1894,29.2789,15,40,0.1,2,7,107,83,40,
景德镇市,台达陶瓷,2024-11-06T1500,117.1547,29.2617,17,29,0.3,6,6,98,79,31,
景德镇市,陶研所,2024-11-06T1500,117.2461,29.2956,7,21,0.3,5,5,109,75,35,
九江市,十里,2024-11-06T1500,115.9872,29.6815,25,52,0.6,21,9,136,88,51,颗粒物(PM10)
九江市,茅山头,2024-11-06T1500,115.9584,29.7046,20,50,0.6,17,10,127,86,50,
九江市,西园,2024-11-06T1500,115.9877,29.7295,19,52,0.3,16,10,138,96,51,颗粒物(PM10)
九江市,五七二七厂,2024-11-06T1500,116.0172,29.6547,26,57,0.7,18,10,125,90,54,颗粒物(PM10)
九江市,综合工业园,2024-11-06T1500,115.9114,29.6038,33,43,0.5,27,16,127,92,48,
九江市,石化总厂,2024-11-06T1500,116.0721,29.7535,16,53,0.7,23,11,129,87,52,颗粒物(PM10)
九江市,庐山气象台,2024-11-06T1500,115.9773,29.5698,21,22,1.5,4,6,131,121,41,
九江市,外国语学校,2024-11-06T1500,116.0254,29.6994,25,44,0.5,18,14,128,86,44,
酒泉市,仓门街子站,2024-11-06T1500,98.5061,39.7443,35,102,0.5,19,138,90,52,76,颗粒物(PM10)
酒泉市,油田生活基地,2024-11-06T1500,98.4989,39.7256,37,117,0.5,25,35,87,46,84,颗粒物(PM10)
喀什地区,巡警大队,2024-11-06T1500,76.0072,39.4467,29,154,0.6,26,8,89,31,102,颗粒物(PM10)
喀什地区,吾办,2024-11-06T1500,75.9755,39.4694,47,154,0.6,18,4,87,23,102,颗粒物(PM10)
喀什地区,老干局,2024-11-06T1500,75.9483,39.4689,31,160,0.6,16,4,102,36,105,颗粒物(PM10)
开封市,肿瘤医院,2024-11-06T1500,114.3389,34.7781,63,75,0.5,21,8,122,69,85,细颗粒物(PM2.5)
开封市,世纪星幼儿园,2024-11-06T1500,114.2885,34.7965,64,,0.4,17,3,130,78,87,细颗粒物(PM2.5)
开封市,龙亭公园,2024-11-06T1500,114.3438,34.8106,68,70,0.6,16,4,128,74,92,细颗粒物(PM2.5)
开封市,汴京公园,2024-11-06T1500,114.3644,34.7964,62,79,0.4,16,6,124,74,84,细颗粒物(PM2.5)
开封市,技师学院,2024-11-06T1500,114.2485,34.8306,63,89,0.4,17,6,130,80,85,细颗粒物(PM2.5)
开封市,祥符区生态环境局,2024-11-06T1500,114.4644,34.7556,65,100,0.5,20,6,122,69,88,细颗粒物(PM2.5)
克拉玛依市,长征新村,2024-11-06T1500,84.895,45.6094,23,62,0.4,18,8,35,21,56,颗粒物(PM10)
克拉玛依市,南林小区,2024-11-06T1500,84.8988,45.5893,22,56,0.6,18,2,40,15,53,颗粒物(PM10)
克拉玛依市,独山子区,2024-11-06T1500,84.905,44.3396,31,61,0.6,14,15,95,81,56,颗粒物(PM10)
克拉玛依市,乌尔禾区商贸楼,2024-11-06T1500,85.6979,46.098,17,37,0.5,15,6,63,29,37,
克拉玛依市,白碱滩区新站,2024-11-06T1500,85.1045,45.6899,9,55,0.4,19,10,50,19,53,颗粒物(PM10)
克孜勒苏柯尔克孜自治州,市人民政府,2024-11-06T1500,76.1454,39.7142,57,147,0.6,13,8,111,77,99,颗粒物(PM10)
克孜勒苏柯尔克孜自治州,克州文化中心,2024-11-06T1500,76.1658,39.7157,61,145,0.7,19,12,102,76,98,颗粒物(PM10)
昆明市,呈贡新区,2024-11-06T1500,102.8204,24.8886,32,47,0.6,11,4,81,75,47,
昆明市,西山森林公园,2024-11-06T1500,102.6251,24.9608,,,,,,,,,
昆明市,龙泉镇,2024-11-06T1500,102.7252,25.0902,25,41,0.7,17,7,84,55,41,
昆明市,东风东路,2024-11-06T1500,102.7266,25.0375,31,44,0.6,14,7,85,62,45,
昆明市,金鼎山,2024-11-06T1500,102.6742,25.0669,31,45,,18,4,94,64,,
昆明市,碧鸡广场,2024-11-06T1500,102.6644,25.0401,31,39,0.5,15,4,91,63,45,
昆明市,官渡区博物馆,2024-11-06T1500,102.7494,25.0119,31,33,0.5,11,7,93,66,45,
昆明市,青年创业园,2024-11-06T1500,102.8017,24.8336,27,32,0.5,8,4,91,72,39,
昆明市,昆明学院,2024-11-06T1500,102.7997,24.9786,31,43,0.5,17,7,88,76,45,
昆明市,晋宁区生态环境分局,2024-11-06T1500,102.5967,24.6736,31,40,0.7,8,1,96,76,45,
昆明市,云天化总部,2024-11-06T1500,102.6678,24.9856,29,38,0.5,7,5,96,72,42,
拉萨市,八廓街,2024-11-06T1500,91.1319,29.6514,12,13,0.1,8,4,112,83,35,
拉萨市,市环保局,2024-11-06T1500,91.1221,29.6747,12,31,0.2,16,8,103,81,33,
拉萨市,区监测站,2024-11-06T1500,91.0874,29.6475,7,9,0.4,9,5,102,75,32,
拉萨市,西藏大学,2024-11-06T1500,91.1774,29.6541,7,8,0.6,6,2,112,81,35,
拉萨市,区辐射站,2024-11-06T1500,90.9798,29.6588,6,9,0.3,9,8,100,79,32,
拉萨市,拉萨火车站,2024-11-06T1500,91.0834,29.6292,6,8,0.3,8,5,101,77,32,
来宾市,来宾技工学校,2024-11-06T1500,109.2203,23.7256,45,68,0.8,12,6,165,140,63,细颗粒物(PM2.5)
来宾市,兴宾区政府,2024-11-06T1500,109.1781,23.7297,51,72,0.9,11,6,169,143,70,细颗粒物(PM2.5)
来宾市,中南小学,2024-11-06T1500,109.2416,23.7461,47,70,0.8,8,2,165,136,65,细颗粒物(PM2.5)
兰州市,兰炼宾馆,2024-11-06T1500,103.631,36.1031,44,70,0.8,38,16,96,43,62,细颗粒物(PM2.5)
兰州市,榆中兰大校区,2024-11-06T1500,104.1373,35.9454,,,,,,,,,
兰州市,生物制品所,2024-11-06T1500,103.8412,36.0726,35,54,0.7,36,21,88,35,52,颗粒物(PM10)
兰州市,铁路设计院,2024-11-06T1500,103.831,36.0464,54,73,1.0,37,21,78,31,74,细颗粒物(PM2.5)
兰州市,教育港,2024-11-06T1500,103.7158,36.1058,42,86,0.8,33,15,74,32,68,颗粒物(PM10)
兰州市,百合公园,2024-11-06T1500,103.7439,36.0842,25,64,0.7,36,20,85,34,57,颗粒物(PM10)
兰州市,和平,2024-11-06T1500,103.9611,35.998,105,157,0.5,,20,99,53,138,细颗粒物(PM2.5)
兰州新区,新区管委会,2024-11-06T1500,103.6633,36.533,36,68,0.5,17,18,116,60,59,颗粒物(PM10)
兰州新区,舟曲中学,2024-11-06T1500,103.6975,36.4789,43,77,0.6,16,19,112,53,64,颗粒物(PM10)
廊坊市,药材公司,2024-11-06T1500,116.6708,39.5111,54,92,0.6,58,8,53,22,74,细颗粒物(PM2.5)
廊坊市,开发区,2024-11-06T1500,116.7214,39.5589,57,99,0.5,66,7,40,18,78,细颗粒物(PM2.5)
廊坊市,北华航天学院,2024-11-06T1500,116.7244,39.5269,50,86,0.6,58,8,46,22,69,细颗粒物(PM2.5)
廊坊市,河北工业大学,2024-11-06T1500,116.7022,39.5453,61,104,0.5,62,8,43,22,83,细颗粒物(PM2.5)
乐山市,花湖湾,2024-11-06T1500,103.7723,29.5462,40,49,0.7,12,5,61,35,57,细颗粒物(PM2.5)
乐山市,牛耳桥,2024-11-06T1500,103.7627,29.5844,55,60,0.5,16,5,67,29,75,细颗粒物(PM2.5)
乐山市,市第三水厂,2024-11-06T1500,103.7508,29.6006,47,62,0.6,16,5,80,39,65,细颗粒物(PM2.5)
乐山市,市监测站,2024-11-06T1500,103.7571,29.5664,43,53,0.7,14,5,65,35,60,细颗粒物(PM2.5)
乐山市,理工大学,2024-11-06T1500,103.7311,29.5628,58,67,0.6,15,6,72,37,79,细颗粒物(PM2.5)
丽江市,西南郊,2024-11-06T1500,100.2143,26.8576,15,17,0.9,5,8,86,61,27,
丽江市,丽江古城,2024-11-06T1500,100.2497,26.8802,15,27,0.5,11,10,75,60,27,
丽江市,市中心,2024-11-06T1500,100.2203,26.8906,13,17,0.7,7,10,80,61,25,
丽水市,监测站大楼,2024-11-06T1500,119.914,28.4514,3,33,0.1,11,3,124,78,39,
丽水市,莲都小学,2024-11-06T1500,119.93,28.4586,10,26,0.3,14,6,126,78,40,
丽水市,余庄前,2024-11-06T1500,119.879,28.4231,13,18,0.2,9,6,131,83,41,
连云港市,市环境监测站,2024-11-06T1500,119.176,34.5885,3,27,0.2,11,8,99,64,31,
连云港市,德源药业,2024-11-06T1500,119.3581,34.6972,,,,,,,31,,
连云港市,新城一中,2024-11-06T1500,119.178,34.844,15,50,0.9,26,11,88,55,50,
连云港市,胡沟管理处,2024-11-06T1500,119.3608,34.7519,9,19,0.2,10,10,101,69,32,
连云港市,矿山设计院,2024-11-06T1500,119.1478,34.5911,7,22,0.5,18,7,95,61,30,
连云港市,工贸学校,2024-11-06T1500,119.2413,34.6539,12,28,0.4,13,8,100,64,32,
连云港市,连云街道,2024-11-06T1500,119.4172,34.7341,14,23,0.4,11,7,100,74,32,
凉山彝族自治州,青龙寺,2024-11-06T1500,102.3431,27.8099,7,15,0.7,4,9,79,38,25,
凉山彝族自治州,邛海宾馆,2024-11-06T1500,102.2721,27.8415,33,52,0.9,13,8,65,30,51,颗粒物(PM10)
凉山彝族自治州,西昌市政府,2024-11-06T1500,102.2625,27.898,19,27,0.9,6,6,74,34,28,
凉山彝族自治州,凉山州政府,2024-11-06T1500,102.2685,27.8851,25,40,0.5,5,8,74,37,40,
凉山彝族自治州,长安,2024-11-06T1500,102.237,27.8914,20,38,0.5,9,12,71,30,38,
辽阳市,宏伟区,2024-11-06T1500,123.2,41.1953,19,20,0.3,11,10,58,40,28,
辽阳市,新华园,2024-11-06T1500,123.1683,41.2495,17,21,0.4,16,10,54,38,25,
辽阳市,滨河路,2024-11-06T1500,123.2354,41.2639,14,19,0.3,16,16,53,36,20,
辽阳市,铁西工业园,2024-11-06T1500,123.149,41.2991,17,20,0.5,16,14,49,33,25,
辽源市,环保局,2024-11-06T1500,125.1358,42.8845,6,24,0.4,7,6,69,48,24,
辽源市,银鹰制药,2024-11-06T1500,125.0764,42.9078,3,7,0.4,9,5,68,52,22,
聊城市,区政府,2024-11-06T1500,115.9848,36.4372,20,53,0.7,21,12,80,57,52,颗粒物(PM10)
聊城市,聊大东校,2024-11-06T1500,116.0072,36.4343,16,48,0.6,20,10,88,61,48,
聊城市,监控中心,2024-11-06T1500,115.9819,36.4978,29,50,0.5,25,11,,53,,
聊城市,九州社区,2024-11-06T1500,116.0445,36.4361,14,46,0.6,25,9,83,56,46,
聊城市,星美广场,2024-11-06T1500,116.0567,36.4608,17,52,0.5,19,10,93,65,51,颗粒物(PM10)
林芝市,林芝监测站,2024-11-06T1500,94.3681,29.6376,6,15,0.3,7,6,78,71,25,
林芝市,林芝人民医院,2024-11-06T1500,94.3616,29.6616,3,17,0.3,,6,80,69,,
